,DIR_ID,DIRECTOR_NAME,YEARS_ACTIVE,LAST_NAME,FIRST_NAME,INVOLVEMENT
1093,JGd,Goddard,1992,Goddard,Jim,D
1094,JLG,Godard,1960-1980,Godard,Jean-Luc,DW
1095,PGy,Godfrey,1939-1956,Godfrey,Peter,APD
1096,MeG,Golan,1966-1979,Golan,Menahem,DP
1097,JGo,Gold,1968-1988,Gold,Jack,D
1098,WGo,Goldbeck,1946,Goldbeck,Willis,D
1099,GDG,Goldberg,1989,Goldberg,Gary David,D
1100,LGG,Goldfarb,1980,Goldfarb,Lawrence G.,D
1105,JGs,Goldstone,1964-1980,Goldstone,James,D
1107,TGw,T.Goldwyn,1999,Goldwyn,Toni,AD
1108,AcG,Gonsalvi,1913,Gonsalvi,Achille,D
1109,xGc,Goodchild,1981,Goodchild,gn,D
1110,FrG,Goodwin,1991,Goodwin,Fred,D
1111,LeG,Goodwins,1938-1954,Goodwins,Leslie,D
1112,AGo,Gopalakrishnan,1990,Gopalakrishnan,Adoor,D
1113,BIG,B.Gordon,1972,Gordon,Bert I.,D
1114,KeG,K.Gordon,1992,Gordon,Keith,WD
1115,MiG,M.Gordon,1942-1970,Gordon,Michael,D
1116,RbG,Rbt.Gordon,1955,Gordon,Robert,D
1118,SGo,S.Gordon,1981,Gordon,Steve,D
1119,SuG,St.Gordon,1981-1994,Gordon,Stuart,D
1120,BeG,Gordy,1976,Gordy,Berry,D
1121,CGo,Goretta,1976,Goretta,Charles,D
1122,CGy,Gormley,1987,Gormley,Charles,D
1123,MGn,Gornick,1987,Gornick,Michael,D
1124,MGo,Gorris,1995,Gorris,Marleen,D
1125,RGo,Gosnell,1999,Gosnell,Raja,D
1126,CaG,Gottlieb,1981,Gottlieb,Carl,AWD
1127,CSG,Gould,1955,Gould,C.S.,D
1128,AJG,A.Goulding,1925-1940,Goulding,Alfred J.,D
1129,EG,E.Goulding,1925-1958,Goulding,Edmund,DPW
1130,WiG,Graham,1969-1971,Graham,William,D
1132,SeG,Grall,1995,Grall,Sebastien,D
1133,PGD,GranierDeferre,1974,GranierDeferre,Pierre,D
1134,BnG,B.Grant,1983-1997,Grant,Brian,D
1135,JEG,J.E.Grant,1947,Grant,James Edward,D
1136,AGr,Grasshoff,1977,Grasshoff,Alex,D
1137,WGr,Grauman,1969-1978,Grauman,Walter,D
1138,GGy,G.Gray,1998,Gray,gary,D
1139,IGy,J.Gray,1996,Gray,John,D
1140,GoG,Grayson,1950-1962,Grayson,Godfrey,D
1141,AEG,A.E.Green,1912-1953,Green,Alfred E.,D
1142,DGr,David Green,1988,Green,David,D
1143,GGr,Guy Green,1954-1977,Green,Guy,CD
1144,HAG,H.A.Green,1960,Green,Hilton S.,DP
1145,WaG,W.Green,1978,Green,Walton,D
1146,DaG,D.Greene,1974-1991,Greene,David,D
1147,xGr,W.Greene,1974,Greene,Un,D
1148,PGr,Greenaway,1985-1999,Greenaway,Peter,D
1150,BGr,Greenspan,1980,Greenspan,Bud,D
1151,MGw,M.Greenwald,1988-1993,Greenwald,Margaret (Maggie),D
1152,RGr,R.Greenwald,1980-1990,Greenwald,Robert,D
1153,JGr,Gremillon,1931-1949,Grémillon,Jean,MD
1154,ETG,Greville,1931-1961,Gréville,Edmond T.,D
1155,IGs,Greyson,1988-1994,Greyson,John,D
1156,SGr,Grieco,1980,Grieco,Sergio,D
1157,ToG,Gries,1955-1980,Gries,Tom,DPW
1158,DWG,Griffith,1908-1930,Griffith,David Wark,PD
1159,CGr,C.Griffith,1976,Griffith,Charles,D
1160,EHG,E.H.Griffith,1921-1946,Griffith,Edward H.,D
1162,MGr,M.Griffiths,1984,Griffiths,Mark,D
1163,GrG,Grigoriou,1951,Grigoriou,Grigoris,D
1164,AuG,Grimaldi,1993,Grimaldi,Aurelio,D
1165,NGr,Grinde,1930-1940,Grinde,Nick,D
1166,UlG,Grosbard,1968-1978,Grosbard,Ulu,D
1167,AGm,Grossman,1996,Grossman,Adam,D
1170,KGr,Grune,1923-1937,Grune,Karl,D
1172,OhG,Guare,1990,Guare,Ohn,D
1173,EGz,Guazzoni,1913,Guazzoni,Enrico,D
1175,RGu,Guerra,1988-1990,Guerra,Ruy,D
1176,ChG,Ch.Guest,1989-1997,Guest,Christopher,D
1177,VGu,V.Guest,1943-1983,Guest,Val,WPD
1178,IGu,Guillermin,1949-1984,Guillermin,John,D
1179,SG,Guitry,1915-1957,Guitry,Sacha,WDA
1180,YlG,Guney,1982,Güney,Ylmaz,D
1181,BGu,Gunn,1973,Gunn,Bill,AD
1182,SGu,Gutierrez,1998,Gutierrez,Sebastian,D
1184,SGy,Gyllenhaal,1992-1994,Gyllenhaal,Steve,D
1185,ChH,C.Haas,1959-1963,Haas,Charles,WD
1186,GeH,G.Haas,1999,Haas,George,D
1187,HgH,H.Haas,1951,Haas,Hugo,WPDA
1188,PhH,P.Haas,1993-1996,Haas,Philip,D
1189,TaH,Hackford,1980-1997,Hackford,Taylor,DP
1190,WHa,Haggar,1902,Haggar,William,PD
1191,RHd,Haedrich,1963-1964,Haedrich,Rolf,WD
1192,PHa,Haggard,1980,Haggard,Piers,D
1193,RaH,Haines,1989,Haines,Randa,D
1194,BHd,Haldane,1913,Haldane,Bert,D
1195,JfH,J.Hale,1968,Hale,Jeffrey,D
1196,WiH,W.Hale,1980,Hale,William,D
1197,JHr,Haley,1974,Haley,Jack jr.,PD
1198,AlH,A.Hall,1932-1956,Hall,Alexander,D
1199,PrH,P.Hall,1983,Hall,Peter,DP
1200,VCH,V.C.Hall,1997,Hall,Vondie Curtis,D
1201,DrH,Hallenbeck,1966,Hallenbeck,Darrell,D
1202,DnH,Haller,1969,Haller,Danny,VD
1203,LHa,Hallstrom,1987-1991,Hallström,Lasse,D
1205,Did,Dname,1999,fname,xn,D
1206,VHa,Halperin,1932,Halperin,Victor,D
1207,RHa,Hamer,1945-1960,Hamer,Robert,WD
1208,DdH,D.Hamilton,1983,Hamilton,David,D
1209,WlH,W.Hamilton,1936,Hamilton,William,D
1210,GH,G.Hamilton,1952-1982,Hamilton,Guy,D
1211,NHa,Hamm,1998,Hamm,Nick,D
1213,CHp,Hampton,1996,Hampton,Christopher,D
1214,IHc,Hancock,1973,Hancock,John,D
1215,DvH,Hand,1937,Hand,David,D
1216,VHd,Handa,1997,Handa,Vipin,D
1217,PeH,Handke,1988,Handke,Peter,DW
1218,SuH,Hani,1955,Hani,Susumu,D
1219,THk,Hanks,1992-1998,Hanks,Tom,AD
1220,RfH,Hansen,1937-1954,Hansen,Rolf,D
1221,CHa,Hanson,1982-1995,Hanson,Curtis,D
1222,KHa,Hara,1987,Hara,Kazuo,D
1223,JHy,J.Hardy,1978,Hardy,Joseph,D
1224,RHy,R.Hardy,1978,Hardy,Robin,D
1225,TsH,Hark,1986,Hark,Tsui,DWP
1226,VtH,Harlan,1936-1964,Harlan,Veit,D
1227,ReH,Harlin,1990-1993,Harlin,Renny,D
1228,RHg,Harling,1996,Harling,Robert,WD
1229,IHw,Harlow,1940,Harlow,John,D
1230,RbH,Harmon,1993,Harmon,Robert,D
1232,CuH,Harrington,1963-1985,Harrington,Curtis,D
1233,DHr,Dm.Harris,1991-1994,Harris,Damian,D
1234,DeH,D.Harris,1980,Harris,Denny,D
1235,FrH,F.Harris,1991,Harris,Frank,D
1236,LlH,L.Harris,1993,Harris,Leslie,D
1237,JBH,J.B.Harris,1965-1993,Harris,James B.,PWD
1238,WHj,W.Harris,1991,Harris,Wendell jr.,WDA
1240,IHs,J.Harrison,1990,Harrison,John,D
1241,MHa,M.Harrison,1997,Harrison,Matthew,D
1243,HvH,Hart,1963-1964,Hart,Harvey,D
1245,HlH,Hartley,1990-1991,Hartley,Hal,WD
1246,DHa,Hartman,1947-1951,Hartman,Don (Samuel),WPD
1247,AHv,A.Harvey,1968,Harvey,Anthony,D
1248,RHv,R.Harvey,1987,Harvey,Rupert,D
1249,HHa,Hathaway,1932-1972,Hathaway,Henry,D
1250,ByH,Haskin,1927-1967,Haskin,Byron,DC
1251,LiH,Hassani,1990,Hasani,Linda,D
1252,JHa,Hastrup,1998,Hastrup,Jannik,D
1253,KHt,Hatta,1993,Hatta,Kayo,WD
1254,THy,Haynes,1989-1995,Haynes,Todd,D
1255,HH,Hawks,1926-1970,Hawks,Howard,WEDP
1256,GHa,Hawn,1998,Hawn,Goldie,D
1257,SHa,Hayers,1958-1974,Hayers,Sidney,ED
1260,JHp,Heap,1993,Heap,Jonathan,D
1261,BeH,Hecht,1935-1946,Hecht,Ben,BWDP
1262,AmH,Heckerling,1982,Heckerling,Amy,D
1263,RgH,Hedden,1998,Hedden,Roger,D
1264,JoH,Heer,1985,Heer,Johanna,D
1265,ViH,Heerman,1920-1930,Heerman,Victor,D
1266,RHf,Heffron,1976,Heffron,Richard T.,D
1267,StH,Heisler,1941-1950,Heisler,Stuart,D
1268,DHe,D.Heller,1970,Heller,Daniel,D
1271,JeH,J.Hellman,1966,Hellman,Jerome,DP
1272,MoH,M.Hellman,1972-1977,Hellman,Monte,D
1273,OlH,O.Hellman,1977,Assonitis,Sonia (Oliver),D
1274,RHk,Hemecker,1993,Hemecker,Ralph,D
1275,DaH,Hemings,1972-1978,Hemmings,David,AD
1276,JHd,Hendrie,1989,Hendrie,James,D
1277,KHe,Henkel,1997,Henkel,Kim,D
1278,HoH,Henley,1930,Henley,Hobart,D
1279,FHe,Hennenlotter,1981-1990,Hennenlotter,Frank,D
1280,AHJ,A.HenningJensen,1943-1978,Smahl,Astrid,DA
1281,BHJ,B.HenningJensen,1941-1975,Henning-Jensen,Baree,DWA
1282,PaH,Henreid,1951-1965,von Henreid,Paul George Julius,ADP
1283,JHq,Henriques,1998,Henriques,Julian,D
1284,BuH,Henry,1978,Henry,Buck,WDA
1287,RHe,R.Henson,1990,Henson,Robbie,D
1288,PHz,Henzell,1973,Henzell,Perry,D
1289,OvH,Herbrich,1993,Herbrich,Oliver,D
1290,SHk,Herek,1993-1998,Herek,Stephen,D
1291,HHe,Herk,1962,Harvey,Harold `Herk',DPWA
1292,JHH,Hermosillo,1988,Hermosillo,Jaime Humberto,D
1293,DHx,Heroux,1980,Heroux,Denis,D
1294,RHr,Herrington,1992,Herrington,Rowdy,D
1296,MaH,Herskovitz,1993-1998,Herskovitz,Marshall,D
1297,xHe,Herz,1982,Herz,,D
1298,WH,Herzog,1967-1999,Herzog,Werner,D
1299,JHe,Herman,1968,"J,Herman",Jean,D
1300,MHe,Herman,1997,M.Herman,Mark,WD
1302,GoH,Hessler,1961-1978,Hessler,Gordon,D
1303,CH,Heston,1971-1982,Carter,John Charlton,AD
1304,EHe,Heumann,1998,Heumann,Eric,D
1305,PHw,Hewitt,1991,Hewitt,Pete,D
1306,DoH,Heyes,1966,Heyes,Douglas,WD
1308,JHi,Hibbs,1953-1958,Hibbs,Jesse,D
1309,SeH,Se.Hicks,1922-1948,Hicks,Sir Seymour,PAWD
1310,ScH,Sc.Hicks,1996,Hicks,Scott,D
1311,CoH,Higgins,1971-1982,Higgins,Colin,DW
1312,BHl,B.Hill,1940,Hill,Bob,D
1313,GHl,G.Hill,1923-1933,Hill,George,D
1314,GRH,G.R.Hill,1962-1984,Hill,George Roy,D
1315,JkH,Jack Hill,1965,Hill,Jack,D
1316,JaH,J.Hill,1947-1973,Hill,James,WD
1319,SiH,S.Hill,1920-1938,Hill,Sinclair,DW
1320,WHl,W.Hill,1975-1993,Hill,Walter,WDP
1321,ArH,Hiller,1957-1989,Hiller,Arthur,D
1322,DHi,Hills,1983,Hills,David,D
1323,LaH,Hillyer,1936,Hillyer,Lambert,D
1324,AtH,Hilton,1953,Hilton,Arthur,D
1325,TyH,Himena,1977,Himena,Tadeyoshi,D
1327,H,Hitchcock,1925-1976,Hitchcock,Sir Alfred,DPA
1329,KHi,Hirokazu,1990,Hirokazu,Kore-eda,D
1331,LHz,Hirszman,1964-1988,Hirszman,Leon,D
1332,GHb,Hoblit,1996,Hoblit,Gregory,D
1333,WeK,Hochbaum,1929,Hochbaum,Werner,D
1334,MHo,Hodges,1980,Hodges,Mike,D
1336,GHo,Hoellering,1951,Hoellering,Goerge,PWD
1337,HeH,H.Hoffman,1955-1957,Hoffman,Herman,D
1338,KuH,K.Hoffman,1941-1958,Hoffman,Kurt,D
1339,MiH,M.Hoffman,1991,Hoffman,Michael,D
1340,JHs,Hofsiss,1982,Hofsiss,Jack,D
1341,DHg,Hogan,1996,Hogan,David,D
1342,JPH,J.Hogan,1937-1944,Hogan,James P.,D
1343,PJH,P.Hogan,1994-1997,Hogan,Paul J.,AWPD
1345,AgH,A.Holland,1988,Holland,Agnieszka,WD
1346,THo,T.Holland,1985-1989,Holland,Ted,D
1347,AHo,Holleb,1988,Holleb,Alan,D
1348,SHo,S.Holt,1958-1971,Holt,Seth,PED
1349,InH,Honda,1957,Honda,Inoshiro,D
1350,MdH,Hondo,1994,Hondo,Med,WD
1351,EHo,Hong,1983,Hong,Elliot,D
1352,HHm,Honigmann,1999,Honigmann,Heddy,D
1353,ToH,T.Hooper,1974-1986,Hooper,Tobe,D
1354,DHo,D.Hopper,1969-1988,Hopper,Dennis,AD
1355,EMH,E.Hopper,1924,Hopper,E.Mason,D
1356,JHo,J.Hopper,1953-1970,Hopper,Jerry,D
1357,KeH,Hooks,1991,Hooks,Kevin,D
1358,AHp,A.Hopkins,1996,Hopkins,Anthony,D
1359,SHp,S.Hopkins,1991,Hopkins,Stephen,D
1360,ShH,Horman,1981,Horman,Sherry,D
1361,LeH,Horn,1959-1962,Leonard,Horn,D
1363,JWH,Horne,1920-1942,Horne,James W.,D
1364,HHo,Horner,1952-1956,Horner,Harry,D
1365,BHo,Hoskins,1989,Hoskins,Bob,AWD
1366,RHn,Hossein,1964,Robert,Hossein,DA
1367,JHj,Houck,1976,Houck,"Joy, jr.",D
1368,IHk,Hough,1971,Hough,John,D
1369,IHm,Houseman,1980,Houseman,John,D
1370,RoH,Houston,1980,Houston,Robert (Bobby),D
1371,LHo,L.Howard,1941-1943,Stainer,Leslie,APD
1372,CHo,C.Howard,1969-1976,Howard,Cy,DW
1373,RHo,R.Howard,1982-1989,Howard,Ronald,AD
1374,WKH,W.K.Howard,1924-1943,Howard,William K.,D
1375,JmH,Howe,"1952, 1917-1975",Wong,Tung Jim,CD
1376,CTH,Howell,1996,Howell,C. Thomas,AD
1377,PHo,Howitt,1998,Howitt,Peter,D
1378,IHo,Howley,1993,Howley,John,D
1379,HHH,Hsiaahsien,1995,Hsiaa-hsien,Hou,D
1380,LuH,Hubbard,1928-1929,Hubbard,Lucien,D
1381,RnH,R.Hudlin,1990,Hudlin,Reginald,D
1382,WnH,W.Hudlin,1990,Hudlin,Warrington,D
1383,HuH,H.Hudson,1982-1984,Hudson,Hugh,D
1384,AbH,Alb.Hughes,1992,Hughes,Albert,D
1386,BHu,B.Hughes,1997,Hughes,Bronwen,D
1387,HHu,H.Hughes,1930-1948,Hughes,Howard,PD
1388,IHu,J.Hughes,1984-1987,Hughes,John,WD
1389,KHu,K.Hughes,1952-1978,Hughes,Ken,D
1390,THg,T.Hughes,1991,Hughes,Terry,D
1391,AHu,Hui,1983-1990,Hui,A.,D
1392,DHu,Huffman,1999,Huffman,Dustin,AD
1393,HBH,Humberstone,1932-1983,Humberstone,H.Bruce,D
1394,WmH,Humphrey,1911,Humphrey,William,D
1395,AHb,Hunebelle,1965,Hunebelle,André,D
1396,TrH,Hung,1993-1997,Hung,Tran Anh,DW
1397,PHt,Hunt,1969-1983,Hunt,Peter,ED
1398,RHu,R.Hunter,,Fuss,Martin (Ross),AP
1399,THu,T.Hunter,1980-1987,Hunter,Tim,D
1400,HrH,Huntgeburth,1991,Huntgeburth,Hermine,DW
1402,BDH,Hurst,1936-1950,Hurst,Brian Desmond,D
1403,xHu,xHussein,1948,Hussein,gn,D
1404,WHu,W.Hussein,1963-1995,Hussein,Waris,D
1405,DH,D.Huston,1987,Huston,Danny,D
1406,IH,J.Huston,1941-1987,Huston,John,D
1407,BGH,B.Hutton,1970-1983,Hutton,Brian G.,D
1408,TiH,T.Hutton,1998,Hutton,Timothy,D
1409,PHy,Hyams,1972-1992,Hyams,Peter,DPW
1410,NHy,Hytner,1994-1998b,Hytner,Nicholas,D
1412,KTI,Im,1993,Im,Kwon-Taek,D
1413,ShI,Imamura,1950-1998,Imamura,Shohei,D
1414,MaI,Imboden,1998,Imboden,Markus,D
1415,RaI,R.Ince,1921-1937,Ince,Ralph,AD
1416,ThI,Th.Ince,1911-1925,Ince,Thomas H.,DP
1417,RxI,Rex Ingram,1921-1933,Hitchcock,Reginald,AWD
1418,OIo,Iosseliani,1993,Iosseliani,Otar,D
1419,DIl,D.Ireland,1996,Ireland,Dan,D
1420,IIl,J.Ireland,1954,Ireland,John,AD
1421,IIr,Irvin,1980-1996,Irvin,John,D
1422,DIr,Irving,1980-1984,Irving,David,D
1423,AII,Isasmendi,1964-1986,Isasmendi,Antonio Isasi,DWP
1424,UsI,Ismael,1954,Ismael,Usmar,D
1425,NIs,Israel,1984,Israel,Neal,D
1426,JI,Itami,1984-1989,Itami,Juzo,DW
1427,JIv,Ivory,1953-1987,Ivory,James,WD
1428,DzJ,Jablonski,1999,Jablonski,Dariusz,D
1429,MiJ,M.Jackson,1990-1993,Jackson,Mick,D
1430,PaJ,P.Jackson,1941-1964,Jackson,Patrick,WD
1431,WlJ,W.Jackson,1949,Jackson,Wilfred,D
1432,PeJ,Peter.Jackson,1993,Jackson,Peter,D
1433,AJa,Jacobs,1995,Jacobs,Alan,D
1434,AJs,Jacobson,1927,Jacobson,Arthur,D
1435,JuJ,Jaeckin,1974-1985,Jaeckin,Just,D
1436,BJq,Jacquot,1990-1995,Jacquot,Benoit,D
1437,HJ,Jaglom,1971-1980,Jaglom,Henry,DA
1438,JeJ,Jameson,1972-1980,Jameson,Jerry,D
1439,DeJ,Jarman,1978-1994,Jarman,Derek,D
1440,JJm,Jarmusch,1983-1989,Jarmusch,Jim,D
1441,CJ,Jarrot,1962-1982,Jarrot,Charles,D
1442,LeJ,Jason,1928-1952,Jason,Leigh,D
1443,RJe,Jean,1989,Jean,Raymond,D
1444,LJe,Jeffries,1970-1978,Jeffries,Lionel,ADW
1445,TJe,Jeffrey,1979,Jeffrey,Tom,D
1446,TJk,Jenkins,1998,Jenkins,Tamara,WD
1447,HuJ,Jennings,1943,Jennings,Humphrey,D
1449,AuJ,Jewell,1957,Jewell,Austen,D
1450,NJ,Jewison,1963-1988,Jewison,Norman,D
1452,NJi,Jimenez,1992,Jimenez,Neal,WD
1453,PhJ,Joanou,1990,Joanou,Phil,D
1454,AJy,Jodorowsky,1971,Jodorowsky,Alexendro,DWA
1456,AxJ,A.Joffe,1946,Joffé,Alexandre,CDW
1457,MkJ,M.Joffe,1996-1998,Joffe,Mark,D
1458,RoJ,R.Joffe,1984-1999,Joffe,Roland,D
1459,AlJ,A.Johnson,1983,Johnson,Alan,D
1460,LaJ,L.Johnson,1967-1983,Johnson,Lamont,D
1461,MSJ,M.S.Johnson,1998,Johnson,Mark Steven,WD
1462,PRJ,P.R.Johnson,1994,Johnson,Patrick Read,D
1463,NuJ,Nunally J.,1953-1965,Johnson,Nunally,WPD
1464,JJo,Johnston,1989-1999,Johnston,Joe,D
1465,AJo,A.Jones,1983,Jones,Amy,WD
1466,CJo,Ch.Jones,1940-1990,Jones,Charles M. (Chuck),D
1467,DvJ,D.Jones,1989-1993,Jones,David,D
1468,FRJ,F.R.Jones,1929,Jones,F.Richard,D
1469,HrJ,H.Jones,1951-1966,Jones,Harmon,D
1470,KJo,K.Jones,1998,Jones,Kriak,WD
1471,LJo,L.Jones,1973,Jones,Lee,D
1472,JCJ,J.C.Jones,1973,Jones,James Cellan,D
1474,LQJ,L.Q.Jones,1975,McQueen,L.E.,AD
1475,TrJ,T.Jones,1979-1987,Jones,Terry,D
1476,GlJ,G.Jordan,1973-1993,Jordan,Glenn,D
1477,NeJ,N.Jordan,1982-1992,Jordan,Neil,WD
1478,GJo,Jordon,1983,Jordon,Glenn,D
1479,RuJ,Julian,1923-1930,Julian,Rupert,D
1480,IsJ,Julien,1989-1991,Julien,Isaac,D
1482,JJu,J.Judge,1954,Judge,Joel,DW
1483,MJu,M.Judge,1998,Judge,Mike,D
1484,GJu,Junger,1999,Junger,Gil,D
1485,CJu,Junghans,1929,Junghans,Carl,D
1486,ZJu,Junil,1949,Junil,Zheng,D
1487,NJu,Juran,1952-1975,Hertz,Nathan,VD
1488,GoJ,Justiniano,1985,Justiniano,Gonzalo,D
1489,PJ,Jutzi,1929-1931,Jutzi,Piel,CD
1490,GKc,Kaczender,1973-1983,Kaczender,Georges,D
1491,JaK,Kadar,1956-1977,Kadar,Jan,D
1492,JPK,Kagan,1982-1983,Kagan,Jeremy Paul,D
1493,ChK,Kaige,1993,Kaige,Chen,D
1494,MKv,Kalatozov,1928-1969,Kalatozov,Mikhail,D
1495,ToK,Kalin,1992,Kalin,Tom,D
1496,LnK,Kaminsky,1971,Kaminsky,Leon,D
1497,JGK,Kan,1998,Kan,Je Gyu,D
1498,JKa,Kane,1935-1957,Kane,Joe,D
1499,JKw,Kanew,1983-1986,Kanew,Jeff,D
1500,CTK,Kanganis,1994,Kanganis,Charles T.,D
1501,MKa,Kanievska,1984,Kanievska,Marek,D
1502,GaK,Kanin,1938-1953,Kanin,Garson,WD
1503,JKp,J.Kaplan,1975-1994,Kaplan,Jonathan,D
1504,NKp,N.Kaplan,1961-1991,Kaplan,Nelly,D
1505,RKp,R.Kaplan,1965,Kaplan,Richard,D
1506,RjK,Kapoor,1971,Kapoor,Raj,D
1507,SKa,Kapur,1998,Kapur,Shehkar,D
1508,MKb,Karbelnikoff,1991,Karbelnikoff,Michael,D
1509,LeK,Kardos,1952,Kardos,Leslie,D
1510,BiK,Karn,1960,Karn,Bill,D
1511,GiK,Karnad,1970,Karnad,Girish,AWD
1512,ErK,Karsen,1980-1989,Karsen,Eric,D
1513,PhK,Karlson,1944-1975,Karlstein,Philip (Phil),D
1514,TeK,Karya,1982,Karya,Teguh,D
1515,JoK,J.Kasdan,1998,Kasdan,Joe,D
1516,LaK,L.Kasdan,1982-1989,Kasdan,Lawrence,WDP
1518,MuK,Kassovitz,1994,Kassovitz,Mathiau,DA
1519,LKa,Kastle,1970,Kastle,Leonard,DW
1520,TKa,Katani,1981,Katani,Tom,D
1521,HaK,Katchatrian,1992,Katchatrian,Haroutiun,WD
1522,MiK,Katselas,1972-1979,Katselas,Milton,D
1523,DKa,Katsouridis,1971,Katsouridis,Dinos,D
1524,JKt,Katzenberg,1998,Katzenberg,Jerry,PD
1526,LHK,Katzin,1969-1979,Katzin,Lee H.,D
1527,JKf,Kaufer,1998,Kaufer,Jonathan,D
1529,GSK,G.S.Kaufman,1947,Kaufman,G.S.,WD
1530,JKm,J.Kaufman,1918,Kaufman,Joseph,D
1531,PK,Ph.Kaufman,1978-1993,Kaufman,Philip,D
1532,MnK,Kaul,1990,Kaul,Mani,WD
1533,AKa,Kaurismaki,1983-1993,Kaurismäki,Aki,D
1534,HeK,Kautner,1947-1955,Käutner,Helmut,D
1535,OKa,Kavur,1991,Kavur,Omer,D
1536,YoK,Kawajiri,1979,Kawajiri,Yoshiaki,D
1537,JKz,Kawalarowicz,1990,Kawalarowicz,Jerzy,D
1538,TyK,Kaye,1998,Kaye,Tony,CD
1539,RKa,Kaylor,1980,Kaylor,Robert,D
1540,EK,E.Kazan,1945-1976,Kazanjoglous,Elia,ADPW
1541,NKz,N.Kazan,1994,Kazan,Nicholas,WD
1542,BsK,Keaton,1926,Keaton,Joseph Francis (Buster),AD
1543,SKe,Keeler,1997,Keeler,Stephen,D
1544,WmK,Keighley,1932-1953,Keighley,William,D
1545,HKl,Keller,1949-1965,Keller,Harry,DP
1546,IPK,Kelley,1997,Kelley,John Patrick,WD
1548,GKe,Gene Kelly,1949-1976,Kelly,Eugene Curran,AD
1549,BuK,Kennedy,1967-1969,Kennedy,Burt,D
1550,EaK,Kenton,1932-1942,Kenton,Earle C.,D
1551,RlK,Kerbosch,1993,Kerbosch,Roweland,D
1552,IKe,Kerkhof,1992,Kerkhof,Ian,D
1553,JVK,Kern,1939-1952,Kern,James V.,DW
1554,IrK,Kershner,1958-1990,Kershner,Irvin,D
1555,AKe,Keshishian,1991-1994,Keshishian,Alek,D
1556,MKh,Khan,1988,Khan,Mohammed,D
1557,RKi,Kibbee,1975,Kibbee,Roland,WPD
1558,BKi,Kidron,1992,Kidron,Beeban,D
1559,FKi,Kiersch,1984,Kiersch,Fritz,D
1560,KrK,Kieslovski,1982-1990,Kieślovski,Krzysztof,D
1562,KDK,Kim,1997,Kim,Kee-Duck,D
1563,AKi,Anthony Kimmins,1937-1962,Kimmins,Anthony,ADPW
1564,TKg,Kinegusa,1954,Kinegusa,Tenosuke,D
1565,BtK,B.King,1923,King,Burton,D
1566,GeK,G.King,1931-1954,King,George,PD
1567,HK,H.King,1916-1961,King,Henry,D
1568,LoK,L.King,1934-1954,King,Louis,D
1569,RkK,R.King,1993,King,Rick,D
1570,SpK,St.King,1986,King,Stephen,BWD
1571,ZlK,Z.King,1985,King,Zalman,WPD
1572,MkK,Kitchell,1969,Kitchell,Mark,D
1573,RyK,Kinoshita,1966,Kinoshita,Ryo,D
1574,TKi,Kitano,1991,Kitano,Takeshi,D
1575,MKi,Kitrosser,1991,Kitrosser,Martin,WD
1576,AKj,Kjellin,1961-1965,Kjellin,Alf,AD
1577,RKl,Klane,1978,Klane,Robert,D
1578,CKl,Klapisch,1997,Klapisch,Cedric,WD
1579,DKl,Klaus,1991,Klaus,Damien,D
1580,WKl,Klein,1966-1985,Klein,William,D
1582,RaK,Kleiser,1975-1992,Kleiser,Randal,Dw
1583,MKl,Klier,1991,Klier,Michael,D
1584,SKo,Kloves,1989,Kloves,Steve,D
1585,BeK,Knowles,1948,Knowles,Bernard,D
1586,HoK,Koch,1954-1958,Koch,Howard W.,DP
1587,VKo,Koepp,1996,Koepp,Volker,D
1589,MKo,Koike,1985,Koike,Matsato,D
1590,YKo,Kojima,1990,Kojima,Yasufumi,D
1591,AKl,Kollek,1998,Kollek,Amos,D
1592,XaK,Koller,1990,Koller,Xavier,D
1593,AKo,Konchalovsky,1985-1990,Konchalovsky,Andrei,D
1594,BaK,Kopple,1976,Kopple,Barbara,D
1595,AK,A.Korda,,Korda,Sir Alexander,PD
1597,ZK,Z.Korda,1932-1951,Korda,Zoltan,PD
1598,HyK,Korine,1997,Korine,Harmony,WDB
1599,GKo,Korras,1988,Korras,Giorgos,D
1600,FNK,Kortner,1931-1961,Kohn,Fritz Nathan,AD
1601,IKo,Korty,1965-1980,Korty,John,D
1603,HKo,Koster,1932-1966,Kosterlitz,Hermann,D
1604,KKo,Kostner,1995,Kostner,Kevin,AD
1605,TKo,Kotcheff,1976-1983,Kotcheff,Ted,D
1606,NKo,Koundouros,1954-1978,Koundouros,Nikos,D
1608,ZKK,Kovacs,1987,Kovacs,Zsolt Kezdi,D
1609,BKo,Kowalski,1968,Kowalski,Bernard,D
1610,JKr,Krabbe,1998,Krabbe,Jeroen,AD
1612,FKr,F.Kramer,1970,Parrolini,Gianfranco (Frank),DW
1613,SK,St.Kramer,1955-1983,Kramer,Stanley,PD
1614,AKr,Kranenborg,1996,Kranenborg,Arno,D
1617,HKr,Kress,1951,Kress,Harold F.,D
1618,SuK,Krishnamma,1995,Krishnamma,Suri,D
1619,VyK,Krishtofovich,1992-1998,Krishtofovich,Vyacheslav,D
1620,StK,Kubrick,1953-1999,Kubrick,Stanley,WDP
1621,AKu,Kuehn,1984,Kuehn,Andrew,D
1622,LvK,Kuleshov,1927,Kuleshov,Lev,D
1623,BzK,Kulik,1968-1980,Kulik,Buzz,D
