,ID,DIRECTOR_ID
2614,MSa8,MSa
2615,MSa9,MSa
2616,MSa10,MSa
2617,MSa12,MSa
2618,MSa16,MSa
2619,MSa19,MSa
2620,MdO10,MdO
2621,MdO30,MdO
2622,MdO60,MdO
2623,MdO62,MdO
2624,MdO70,MdO
2625,MdO75,MdO
2626,MdO81,MdO
2627,MdO85,MdO
2628,MdO87,MdO
2629,MdO100,MdO
2630,MdO105,MdO
2631,MdO111,MdO
2632,MdO115,MdO
2633,MdO121,MdO
2634,NGr10,NGr
2635,NGr20,NGr
2636,RMi8,RMi
2637,RM110,RM
2638,SGB10,SGB
2639,SGB30,SGB
2640,SGB50,SGB
2641,SGB60,SGB
2642,SGB75,SGB
2643,SGB90,SGB
2644,SGB110,SGB
2645,SGB120,SGB
2646,SGB130,SGB
2647,SlD10,SlD
2649,Z1120,Z
2650,CWi10,CWi
2651,ELC2,ELC
2652,ELC195,ELC
2653,ELC200,ELC
2654,ELC201,ELC
2655,ELC202,ELC
2656,ELC203,ELC
2657,ELC204,ELC
2658,ELC205,ELC
2659,ETG3,ETG
2660,ETG10,ETG
2661,ETG12,ETG
2662,FNK2,FNK
2663,FNK6,FNK
2664,GeG10,GeG
2665,GeK1,GeK
2666,GeK5,GeK
2667,GeK10,GeK
2668,GeK20,GeK
2669,GeK25,GeK
2670,GeK30,GeK
2671,IAg10,IAg
2672,IAg12,IAg
2674,JNm25,JNm
2675,JNm30,JNm
2676,JNm32,JNm
2677,JNm40,JNm
2678,JNm60,JNm
2679,JNm61,JNm
2680,JNm62,JNm
2681,JNm63,JNm
2682,JNm64,JNm
2683,JNm65,JNm
2684,JNm66,JNm
2685,JNm67,JNm
2686,JNm68,JNm
2687,JNm69,JNm
2688,JuW10,JuW
2689,JWR2,JWR
2690,JWR7,JWR
2691,JWR8,JWR
2692,JWR9,JWR
2693,JWR12,JWR
2694,JWR13,JWR
2695,LHe2,LHe
2696,LHe4,LHe
2697,LHe10,LHe
2698,LHe30,LHe
2699,MAl2,MAl
2700,MAl5,MAl
2701,MAl13,MAl
2702,MBa10,MBa
2703,MBa15,MBa
2704,MBa25,MBa
2705,MBa27,MBa
2706,MBa32,MBa
2707,MBa40,MBa
2708,NML1,NML
2709,NML2,NML
2710,NML4,NML
2711,NML5,NML
2712,NML7,NML
2713,NML10,NML
2714,NML20,NML
2715,NML21,NML
2716,NML22,NML
2717,NML23,NML
2718,NML24,NML
2719,NML31,NML
2720,OrL10,OrL
2721,OsM10,OsM
2722,StW6,StW
2723,StW7,StW
2724,StW9,StW
2725,StW10,StW
2726,StW13,StW
2727,WCM2,WCM
2728,WCM3,WCM
2729,WCM6,WCM
2730,WCM22,WCM
2731,WCM32,WCM
2732,xFl10,xFl
2733,YAl3,YAl
2734,YAl10,YAl
2735,EDF10,EDF
2736,AL2,AL
2737,AL8,AL
2738,AL9,AL
2739,AL10,AL
2740,AL11,AL
2741,AL12,AL
2742,AL13,AL
2743,AL14,AL
2744,AL16,AL
2745,AL20,AL
2746,AL21,AL
2747,AL22,AL
2748,AL23,AL
2749,AL26,AL
2750,AL27,AL
2751,AlH8,AlH
2752,AlH10,AlH
2753,AlH21,AlH
2754,AlH22,AlH
2755,AlH23,AlH
2756,AlH24,AlH
2757,AlH27,AlH
2758,AlH30,AlH
2759,AlH36,AlH
2760,AlH38,AlH
2761,ARs10,ARs
2762,CMF1,CMF
2763,EaK8,EaK
2764,EaK10,EaK
2765,EaK30,EaK
2766,EaK50,EaK
2767,EaK51,EaK
2768,EaK60,EaK
2769,EBz5,EBz
2770,EBz10,EBz
2771,EBz15,EBz
2772,EBz20,EBz
2773,EBz25,EBz
2774,EBz30,EBz
2775,EBz35,EBz
2776,EBz40,EBz
2777,EBz45,EBz
2778,EBz46,EBz
2779,EBz50,EBz
2780,EBz55,EBz
2781,EBz60,EBz
2782,EBz65,EBz
2783,EBz70,EBz
2784,EBz75,EBz
2785,EBz80,EBz
2786,ElN1,ElN
2787,ElN2,ElN
2788,ElN3,ElN
2789,ElN5,ElN
2790,ElN7,ElN
2791,ElN8,ElN
2792,ElN10,ElN
2793,ElN11,ElN
2794,ElN13,ElN
2795,ElN14,ElN
2796,ElN15,ElN
2797,ElN20,ElN
2798,ELM2,ELM
2799,ELM8,ELM
2800,ELM15,ELM
2801,ELM17,ELM
2802,ELM19,ELM
2803,ELM21,ELM
2804,ELM22,ELM
2805,ELM24,ELM
2806,ELM26,ELM
2807,ELM29,ELM
2808,ELM31,ELM
2809,ELM33,ELM
2810,ELu10,ELu
2811,ELu19,ELu
2812,ELu20,ELu
2813,ELu25,ELu
2814,ELu30,ELu
2815,ELu34,ELu
2816,ELu39,ELu
2817,ELu45,ELu
2818,ELu49,ELu
2819,ELu50,ELu
2820,ELu60,ELu
2821,FBu5,FBu
2822,FBu8,FBu
2823,FBu10,FBu
2824,FBu12,FBu
2825,FBu20,FBu
2826,FrW1,FrW
2827,FrW10,FrW
2828,HBH10,HBH
2829,HBH15,HBH
2830,HBH20,HBH
2831,HBH25,HBH
2832,HBH30,HBH
2833,HBH31,HBH
2834,HBH35,HBH
2835,HBH40,HBH
2836,HBH45,HBH
2837,HBH50,HBH
2838,HBH55,HBH
2839,HBH60,HBH
2840,HBH68,HBH
2841,HBH70,HBH
2842,HBH72,HBH
2843,HBH75,HBH
2844,HBH90,HBH
2845,HeE3,HeE
2846,HeE10,HeE
2847,HHa3,HHa
2848,Hha5,Hha
2849,HHa10,HHa
2850,HHa12,HHa
2851,HHa13,HHa
2852,HHa15,HHa
2853,HHa16,HHa
2854,HHa20,HHa
2855,HHa21,HHa
2856,HHa22,HHa
2857,HHa27,HHa
2858,HHa28,HHa
2859,HHa31,HHa
2860,HHa32,HHa
2861,HHa33,HHa
2862,HHa38,HHa
2863,HHa39,HHa
2864,HHa43,HHa
2865,HHa47,HHa
2866,HHa50,HHa
2867,HHa53,HHa
2868,HHa54,HHa
2869,HHa56,HHa
2870,HHa60,HHa
2871,HHa65,HHa
2872,HHa72,HHa
2873,IrP1,IrP
2874,IrP3,IrP
2875,IrP11,IrP
2876,IrP12,IrP
2877,IrP15,IrP
2878,IrP17,IrP
2879,IrP18,IrP
2880,IrP19,IrP
2881,IrP21,IrP
2882,IrP24,IrP
2883,IrP27,IrP
2884,IrP34,IrP
2885,KFr1,KFr
2886,KFr10,KFr
2887,KuN4,KuN
2888,KuN5,KuN
2889,KuN12,KuN
2890,KuN30,KuN
2891,KuN33,KuN
2892,KuN36,KuN
2893,KuN40,KuN
2894,KuN42,KuN
2895,KuN45,KuN
2896,KuN46,KuN
2897,KuN49,KuN
2898,KuN14,KuN
2899,LeR5,LeR
2900,LeR10,LeR
2901,LeR15,LeR
2902,LeR25,LeR
2903,MGe5,MGe
2904,MGe10,MGe
2905,MGe12,MGe
2906,MGe50,MGe
2907,OP8,OP
2908,OP10,OP
2909,OP12,OP
2910,OP13,OP
2911,OP14,OP
2913,OP15,OP
2914,OP17,OP
2915,OP18,OP
2916,OP20,OP
2917,OP21,OP
2918,OP23,OP
2919,OP24,OP
2920,OP26,OP
2921,OP28,OP
2922,OP29,OP
2923,OP30,OP
2924,OP31,OP
2925,OP32,OP
2926,OP33,OP
2927,OP34,OP
2928,OP35,OP
2929,OP40,OP
2930,OP44,OP
2931,OP50,OP
2932,OP48,OP
2933,PCz10,PCz
2934,PCz15,PCz
2935,PCz20,PCz
2936,PCz25,PCz
2937,PCz30,PCz
2938,PCz35,PCz
2939,PCz50,PCz
2940,PCz60,PCz
2941,PCz65,PCz
2942,PCz70,PCz
2943,PPr5,PPr
2944,PPr10,PPr
2945,PPr20,PPr
2946,RoS3,RoS
2947,RoS4,RoS
2948,RoS6,RoS
2949,RoS11,RoS
2950,RoS13,RoS
2951,RoS15,RoS
2952,RoS17,RoS
2953,RoS50,RoS
2954,RoS51,RoS
2955,RoS52,RoS
2956,RoS53,RoS
2957,RoS54,RoS
2958,RoS55,RoS
2959,RoS60,RoS
2960,RoS65,RoS
2961,RoS68,RoS
2962,RoS70,RoS
2963,RoS80,RoS
2964,RoS85,RoS
2965,RoS87,RoS
2966,RoS90,RoS
2967,RoS92,RoS
2968,RoS94,RoS
2969,RoS95,RoS
2970,RoS98,RoS
2971,RoS100,RoS
2972,RoS110,RoS
2973,RoS112,RoS
2974,RoS120,RoS
2975,SLa2,SLa
2976,SLa3,SLa
2977,SLa10,SLa
2978,SLa14,SLa
2979,SLa15,SLa
2980,SLa18,SLa
2981,SLa19,SLa
2982,SLa20,SLa
2983,SLa22,SLa
2984,SLa30,SLa
2985,StR5,StR
2986,StR8,StR
2987,StR9,StR
2988,StR10,StR
2989,StT10,StT
2990,VHa10,VHa
2991,VrM10,VrM
2992,VrM20,VrM
2993,VrM30,VrM
2994,VrM40,VrM
2995,VrM42,VrM
2996,VrM45,VrM
2997,VrM47,VrM
2998,VrM50,VrM
2999,VrM52,VrM
3000,VrM60,VrM
3001,VrM65,VrM
3002,VrM80,VrM
3003,WmK8,WmK
3004,WmK11,WmK
3005,WmK14,WmK
3006,WmK15,WmK
3007,WmK16,WmK
3008,WmK18,WmK
3009,WmK21,WmK
3010,WmK23,WmK
3011,WmK25,WmK
3012,WmK27,WmK
3013,WmK28,WmK
3014,WmK31,WmK
3015,xTo10,xTo
3016,ZK1,ZK
3017,ZK2,ZK
3018,ZK3,ZK
3019,ZK4,ZK
3020,Zk5,Zk
3021,ZK7,ZK
3022,ZK9,ZK
3023,Z3210,Z
3024,BW1,BW
3025,BW2,BW
3026,BW3,BW
3027,BW4,BW
3028,BW5,BW
3029,BW7,BW
3030,BW8,BW
3031,BW9,BW
3032,BW10,BW
3033,BW11,BW
3034,BW12,BW
3035,BW13,BW
3036,BW14,BW
3037,BW15,BW
3038,BW16,BW
3039,BW17,BW
3040,BW18,BW
3041,BW19,BW
3042,BW21,BW
3043,BW25,BW
3044,BW30,BW
3045,CAL10,CAL
3046,CAL15,CAL
3047,CAL20,CAL
3048,CAL25,CAL
3049,CAL30,CAL
3050,CAL35,CAL
3051,CAL36,CAL
3052,CAL40,CAL
3053,CAL45,CAL
3054,CAL46,CAL
3055,CAL50,CAL
3056,CAL55,CAL
3057,CAL60,CAL
3058,DeD18,DeD
3059,DeD30,DeD
3060,DeD40,DeD
3061,DeD42,DeD
3062,DeD50,DeD
3063,DeD52,DeD
3064,DeD55,DeD
3065,DeD58,DeD
3066,DeD60,DeD
3067,DeD61,DeD
3068,DeD62,DeD
3069,DeD65,DeD
3070,DeD67,DeD
3071,DeD70,DeD
3072,DeD75,DeD
3073,DeD77,DeD
3074,DeD80,DeD
3075,DeD83,DeD
3076,EuF1,EuF
3077,EuF10,EuF
3078,EuF30,EuF
3079,EuF40,EuF
3080,EuF50,EuF
3081,EuF51,EuF
3082,EuF53,EuF
3083,EuF55,EuF
3084,EuF57,EuF
3085,EuF59,EuF
3086,EuF60,EuF
3087,FSt10,FSt
3088,FSt20,FSt
3089,FSt22,FSt
3090,FSt24,FSt
3091,FSt26,FSt
3092,FSt28,FSt
3093,FSt30,FSt
3094,FSt32,FSt
3095,FSt34,FSt
3096,FSt36,FSt
3097,FSt38,FSt
3098,FSt40,FSt
3099,FSt42,FSt
3100,FSt44,FSt
3101,FSt46,FSt
3102,FSt48,FSt
3103,FSt50,FSt
3104,FSt52,FSt
3105,FSt54,FSt
3106,FSt56,FSt
3107,FSt58,FSt
3108,FSt60,FSt
3109,FSt62,FSt
3110,FSt64,FSt
3111,FSt66,FSt
3112,FSt68,FSt
3113,FSt70,FSt
3114,FSt72,FSt
3115,FSt74,FSt
3116,GSt1,GSt
3117,GSt2,GSt
3118,GSt3,GSt
3120,GSt4,GSt
3121,GSt5,GSt
3122,GSt6,GSt
3123,GSt7,GSt
3124,GSt8,GSt
3125,GSt9,GSt
3126,GSt10,GSt
3127,GSt11,GSt
3128,GSt12,GSt
3129,GSt13,GSt
3130,GSt14,GSt
3131,GSt15,GSt
3132,GSt17,GSt
3133,GSt18,GSt
3134,GSt19,GSt
3135,GSt20,GSt
3136,GSt30,GSt
3137,HRo2,HRo
3138,HRo5,HRo
3139,HRo10,HRo
3140,JBL10,JBL
3141,JBL20,JBL
3142,JBL30,JBL
3143,JBL40,JBL
3144,LlF10,LlF
3145,MCC12,MCC
3146,MEp5,MEp
3147,MEp10,MEp
3148,ML1,ML
3149,ML2,ML
3150,ML6,ML
3151,ML8,ML
3152,ML9,ML
3153,ML10,ML
3154,ML12,ML
3155,ML13,ML
3156,ML14,ML
3157,ML15,ML
3158,ML17,ML
3159,ML18,ML
3160,ML20,ML
3161,ML21,ML
3162,ML23,ML
3163,ML24,ML
3164,ML32,ML
3165,ML30,ML
3166,ML39,ML
3167,RMk10,RMk
3168,xCm10,xCm
3169,xCm20,xCm
3170,ABW5,ABW
3171,ABW10,ABW
3172,ABW15,ABW
3173,ABW20,ABW
3174,ABW25,ABW
3175,ABW30,ABW
3176,ABW35,ABW
3177,ABW40,ABW
3178,ArL9,ArL
3179,ArL17,ArL
3180,ArL22,ArL
3181,ArL26,ArL
3182,ArL28,ArL
3183,ArL29,ArL
3184,ArL36,ArL
3185,ArL39,ArL
3186,ArL43,ArL
3187,ArL46,ArL
3188,ArL55,ArL
3189,ArL58,ArL
3190,ChE1,ChE
3191,ChE2,ChE
3192,CdG1,CdG
3193,CR5,CR
3194,CR9,CR
3195,CR10,CR
3196,CR12,CR
3197,CR13,CR
3198,CR14,CR
3199,CR15,CR
3200,CR16,CR
3201,CR17,CR
3202,CR18,CR
3203,CR19,CR
3204,CR24,CR
3205,CR27,CR
3206,DBr5,DBr
3207,DBr10,DBr
3208,DSk10,DSk
3209,DSk15,DSk
3210,DSk20,DSk
3211,DSk25,DSk
3212,DSk30,DSk
3213,DSk32,DSk
3214,DSk34,DSk
3215,DSk35,DSk
3216,DSk37,DSk
3217,DSk38,DSk
3218,DSk42,DSk
3219,DSk44,DSk
3220,DSk46,DSk
3221,DSk48,DSk
3222,DSk49,DSk
3223,DSk50,DSk
3224,DSk51,DSk
3225,DSk54,DSk
3226,DSk58,DSk
3227,DSk62,DSk
3228,DSk66,DSk
3229,DSk67,DSk
3230,DSk69,DSk
3231,EGU1,EGU
3232,EGU17,EGU
3233,EGU18,EGU
3234,EGU20,EGU
3235,EGU21,EGU
3236,EGU27,EGU
3237,EGU30,EGU
3238,EGU40,EGU
3239,EGU70,EGU
3240,EGU84,EGU
3241,GAv10,GAv
3242,GMe10,GMe
3243,GvM7,GvM
3244,GvM10,GvM
3245,GvM12,GvM
3246,GvM13,GvM
3247,GvM14,GvM
3248,HY1,HY
3249,HY10,HY
3250,HY17,HY
3251,HY20,HY
3252,LeG23,LeG
3253,JN2,JN
3254,JN3,JN
3255,JN7,JN
3256,JN9,JN
3257,JN10,JN
3258,JN12,JN
3259,JN13,JN
3260,JN14,JN
3261,JN15,JN
3262,JN16,JN
3263,JN19,JN
3264,JN20,JN
3265,JN21,JN
3266,JN22,JN
3267,JN23,JN
3268,JN25,JN
3269,JN31,JN
3270,JRa10,JRa
3271,JRa12,JRa
3272,LoS2,LoS
3273,LoS3,LoS
3274,LoS10,LoS
3275,MhR1,MhR
3276,MhR5,MhR
3277,MhR10,MhR
3278,MhR15,MhR
3279,MhR20,MhR
3280,MhR25,MhR
3281,MPa1,MPa
3282,MPa3,MPa
3283,MPa4,MPa
3284,MPa5,MPa
3285,MPa7,MPa
3286,PaM10,PaM
3287,RWB10,RWB
3288,RWB15,RWB
3289,RWB20,RWB
3290,RWB25,RWB
3291,RWB30,RWB
3292,RWB32,RWB
3293,RWB33,RWB
3294,RWB35,RWB
3295,RWB38,RWB
3296,RWB40,RWB
3297,RWB42,RWB
3298,RWB45,RWB
3299,RWB50,RWB
3300,RWB52,RWB
3301,RWB54,RWB
3302,RWB56,RWB
3303,RWB58,RWB
3304,RWB60,RWB
3305,RWB65,RWB
3306,RWB67,RWB
3307,RWB69,RWB
3308,RWB71,RWB
3309,RWB73,RWB
3310,RWB77,RWB
3311,RWB82,RWB
3312,ThA10,ThA
3313,BBe1,BBe
3314,BBe14,BBe
3315,BBe17,BBe
3316,BBe19,BBe
3317,BBe20,BBe
3318,BBe21,BBe
3319,BBe23,BBe
3320,BeH1,BeH
3321,BeH2,BeH
3322,CMA1,CMA
3323,CMA2,CMA
3324,CMA3,CMA
3325,EdK10,EdK
3326,EdK15,EdK
3327,EDm18,EDm
3328,EDm20,EDm
3329,EDm22,EDm
3330,EDm24,EDm
3331,EDm25,EDm
3332,EDm26,EDm
3333,EDm34,EDm
3334,EDm35,EDm
3335,EDm37,EDm
3336,EDm38,EDm
3337,EDm39,EDm
3338,EDm40,EDm
3339,EDm41,EDm
3340,EDm43,EDm
3341,EDm44,EDm
3342,EDm46,EDm
3343,EDm54,EDm
3344,EDm55,EDm
3345,EDm58,EDm
3346,GNj1,GNj
3347,GuE10,GuE
3348,GWh10,GWh
3349,HRv10,HRv
3350,HJB10,HJB
3351,HJB50,HJB
3352,IEn1,IEn
3353,IEn10,IEn
3354,IEn20,IEn
3355,IEn90,IEn
3356,IEn180,IEn
3357,IEn220,IEn
3358,IEn280,IEn
3359,IEn290,IEn
3360,IEn300,IEn
3361,IEn310,IEn
3362,IHA1,IHA
3363,IHA15,IHA
3364,IHA23,IHA
3365,IHA30,IHA
3366,IHA31,IHA
3367,IHA33,IHA
3368,IHA34,IHA
3369,IHA35,IHA
3370,IHA36,IHA
3371,JKa10,JKa
3372,JKa20,JKa
3373,JKa40,JKa
3374,JKa47,JKa
3375,JKa50,JKa
3376,JKa55,JKa
3377,JKa56,JKa
3378,JKa60,JKa
3379,JKa70,JKa
3380,JKa80,JKa
3381,JPt10,JPt
3382,LoK3,LoK
3383,LoK9,LoK
3384,LoK20,LoK
3385,LoK30,LoK
3386,LoK50,LoK
3387,MxR10,MxR
3388,PLS10,PLS
3389,TWa10,TWa
3390,xEn10,xEn
3391,xMe10,xMe
3392,Z3520,Z
3393,BDH10,BDH
3394,BDH30,BDH
3395,EMv10,EMv
3396,FkS10,FkS
3397,FMD3,FMD
3398,FMD10,FMD
3399,FMD20,FMD
3400,GDo2,GDo
3401,GDo4,GDo
3402,GDo18,GDo
3403,GDo23,GDo
3404,GDo32,GDo
3405,GDo37,GDo
3406,GDo39,GDo
3407,GDo49,GDo
3408,GDo50,GDo
3409,GDo71,GDo
3410,GDo74,GDo
3411,GDo76,GDo
3412,GDo78,GDo
3413,GDo79,GDo
3414,GDo81,GDo
3415,GDo83,GDo
3416,GDo92,GDo
3417,HaF16,HaF
3418,HaF20,HaF
3419,HaF23,HaF
3420,HaF29,HaF
3421,HaF31,HaF
3422,HaF35,HaF
3423,HaF37,HaF
3424,HaF40,HaF
3425,HCP1,HCP
3426,HCP4,HCP
3427,HCP5,HCP
3428,HCP6,HCP
3429,HCP10,HCP
3430,HCP11,HCP
3431,HCP12,HCP
3432,HCP22,HCP
3433,HCP24,HCP
3434,HCP28,HCP
3435,HeM10,HeM
3436,HeM20,HeM
3437,HeM30,HeM
3438,HeM40,HeM
3439,HKo6,HKo
3440,HKo7,HKo
3441,HKo9,HKo
3442,HKo10,HKo
3443,HKo12,HKo
3444,HKo13,HKo
3445,HKo17,HKo
3446,HKo18,HKo
3447,HKo21,HKo
3448,HKo22,HKo
3449,HKo23,HKo
3450,HKo24,HKo
3451,HKo26,HKo
3452,HKo29,HKo
3453,HKo30,HKo
3454,HKo36,HKo
3455,HKo39,HKo
3456,HKo41,HKo
3457,HKo43,HKo
3458,HWa1,HWa
3459,HWa5,HWa
3460,HWa9,HWa
3461,HWa10,HWa
3462,JFll,JFll
3463,LaH10,LaH
3464,LeS80,LeS
3465,LeS90,LeS
3466,LeS100,LeS
3467,LeS110,LeS
3468,MC2,MC
3469,MC3,MC
3470,MC4,MC
3471,MC5,MC
3472,MC6,MC
3473,MC7,MC
3474,MC8,MC
3475,MC9,MC
3476,MC11,MC
3477,MC15,MC
3478,NF1,NF
3479,NF3,NF
3480,NF4,NF
3481,NF6,NF
3482,NF7,NF
3483,NF9,NF
3484,NF10,NF
3485,NF12,NF
3486,NF13,NF
3487,NF14,NF
3488,NF16,NF
3489,NF21,NF
3490,NF25,NF
3491,NF27,NF
3492,NF29,NF
3493,NF30,NF
3494,VtH5,VtH
3495,VtH10,VtH
3496,VtH15,VtH
3497,VtH20,VtH
3498,VtH23,VtH
3499,VtH25,VtH
3500,VtH30,VtH
3501,WCl1,WCl
3502,WCl5,WCl
3503,WCl12,WCl
3504,WCl14,WCl
3505,WCl15,WCl
3506,WCl16,WCl
3507,WCl17,WCl
3508,WCl18,WCl
3509,WCl19,WCl
3510,WCl21,WCl
3511,WCl22,WCl
3512,WCl28,WCl
3513,WCl29,WCl
3514,WCl30,WCl
3515,WCl31,WCl
3516,WFo10,WFo
3517,WFo15,WFo
3518,WlH10,WlH
3519,xWi1,xWi
3520,AKi1,AKi
3521,AKi7,AKi
3522,AKi20,AKi
3523,AKi25,AKi
3524,AKi30,AKi
3525,AKi40,AKi
3526,AMx1,AMx
3527,AMx5,AMx
3528,GrR1,GrR
3529,GrR3,GrR
3530,GrR4,GrR
3531,GrR5,GrR
3532,GrR6,GrR
3533,GrR7,GrR
3534,GrR10,GrR
3535,GrR12,GrR
3536,GrR15,GrR
3537,GrR22,GrR
3538,GrR30,GrR
3539,GrR32,GrR
3540,IBt4,IBt
3541,IBt5,IBt
3542,IBt8,IBt
3543,IBt9,IBt
3544,IBt10,IBt
3545,IBt11,IBt
3546,IBt12,IBt
3547,IBt18,IBt
3548,IBt19,IBt
3549,IBt20,IBt
3550,IBt21,IBt
3551,IBt24,IBt
3552,IBt27,IBt
3553,IBt33,IBt
3554,IBt38,IBt
3555,IFa8,IFa
3556,IFa10,IFa
3557,IFa13,IFa
3558,IFa14,IFa
3559,IFa17,IFa
3560,IFa18,IFa
3561,IFa24,IFa
3562,IFa25,IFa
3563,IFa28,IFa
3564,IFa32,IFa
3565,IFa34,IFa
3566,IFa35,IFa
3567,IFa39,IFa
3568,IFa45,IFa
3569,IFa50,IFa
3570,JPH1,JPH
3571,JPH2,JPH
3572,JPH10,JPH
3573,DvH10,DvH
3574,GeS15,GeS
3575,GeS17,GeS
3576,GeS25,GeS
3577,GeS27,GeS
3578,GeS29,GeS
3579,GeS50,GeS
3580,HDc1,HDc
3581,HDc6,HDc
3582,HDc10,HDc
3583,HDc20,HDc
3584,HDc30,HDc
3585,HDc35,HDc
3586,HDc40,HDc
3587,HDc50,HDc
3588,HDc56,HDc
3589,HDc60,HDc
3590,HDc70,HDc
3591,JMu3,JMu
3592,MP2,MP
3593,MP4,MP
3594,MP6,MP
3595,MP7,MP
3596,MP8,MP
3597,MP9,MP
3598,MP11,MP
3599,MP12,MP
3600,MP13,MP
3601,MP15,MP
3602,MP17,MP
3603,MP18,MP
3604,MP19,MP
3605,MP20,MP
3606,MP25,MP
3607,MP31,MP
3608,MP35,MP
3609,MP47,MP
3610,NNo1,NNo
3611,NNo2,NNo
3612,NNo3,NNo
3613,NNo4,NNo
3614,NNo5,NNo
3615,NNo7,NNo
3616,NNo8,NNo
3617,NNo11,NNo
3618,NNo13,NNo
3619,NNo16,NNo
3620,OtV10,OtV
3621,RfH10,RfH
3622,SSS15,SSS
3623,SSS20,SSS
3624,SSS25,SSS
3625,SSS45,SSS
3626,SSS50,SSS
3627,SSS55,SSS
3628,SSS58,SSS
3629,SSS62,SSS
3630,SSS65,SSS
3631,SSS70,SSS
3632,WWn10,WWn
3633,WWn12,WWn
3634,WWn30,WWn
3635,WWn35,WWn
3636,WWn40,WWn
3637,WWn80,WWn
3638,WWn100,WWn
3639,WWn101,WWn
3640,WWn170,WWn
3641,WWn200,WWn
3642,WWn205,WWn
3643,WWn220,WWn
3644,WWn300,WWn
3645,BKB10,BKB
3646,ChJ10,ChJ
3647,ChJ12,ChJ
3648,ChJ15,ChJ
3649,ChJ20,ChJ
3650,ChJ25,ChJ
3651,ChJ30,ChJ
3652,ChJ35,ChJ
3653,ChJ36,ChJ
3654,ChJ40,ChJ
3655,ChJ45,ChJ
3656,ChJ50,ChJ
3657,ChJ55,ChJ
3658,ChJ60,ChJ
3659,ChJ65,ChJ
3660,ChJ70,ChJ
3661,ChJ74,ChJ
3662,EP1,EP
3663,FoB30,FoB
3664,FoB50,FoB
3665,FoB70,FoB
3666,GaK1,GaK
3667,GaK2,GaK
3668,GaK3,GaK
3669,GaK4,GaK
3670,GaK5,GaK
3671,GaK6,GaK
3672,GaK7,GaK
3673,GaK10,GaK
3674,GaK20,GaK
3675,GWg13,GWg
3676,GWg16,GWg
3677,GWg23,GWg
3678,GWg24,GWg
3679,GWg25,GWg
3680,GWg26,GWg
3681,HIL5,HIL
3682,HIL15,HIL
3683,HIL20,HIL
3684,HIL25,HIL
3685,HIL40,HIL
3686,JoL1,JoL
3687,JoL2,JoL
3688,JoL3,JoL
3689,JoL4,JoL
3690,JoL5,JoL
3691,JoL6,JoL
3692,JoL7,JoL
3693,JoL8,JoL
3694,JoL9,JoL
3695,JoL10,JoL
3696,LeG5,LeG
3697,LeG10,LeG
3698,LeG12,LeG
3699,LeG14,LeG
3700,LeG16,LeG
3701,LeG18,LeG
3702,LeG20,LeG
3703,LeG22,LeG
3704,LeG24,LeG
3705,LeG33,LeG
3706,LeG36,LeG
3707,LeG40,LeG
3708,MaW10,MaW
3709,RBS3,RBS
3710,RBS4,RBS
3711,RBS7,RBS
3712,RBS9,RBS
3713,RBS15,RBS
3714,WlN10,WlN
3715,WlN12,WlN
3716,xLe10,xLe
3717,xMa10,xMa
3718,xUc10,xUc
3719,AnS1,AnS
3720,AnS3,AnS
3721,AnS15,AnS
3722,AnS17,AnS
3723,AnS29,AnS
3724,AnS31,AnS
3725,AnS33,AnS
3726,BaS10,BaS
3727,ChV2,ChV
3728,ChV8,ChV
3729,ChV13,ChV
3730,ChV15,ChV
3731,ChV20,ChV
3732,ChV26,ChV
3733,ChV35,ChV
3734,ChV45,ChV
3735,ChV46,ChV
3736,DFl10,DFl
3737,DFl11,DFl
3738,HeK5,HeK
3739,HeK8,HeK
3740,HeK9,HeK
3741,HeK10,HeK
3742,HBu5,HBu
3743,HBu8,HBu
3744,HBu30,HBu
3745,IPC5,IPC
3746,IPC25,IPC
3747,IPC75,IPC
3748,JqT1,JqT
3749,JqT2,JqT
3750,JqT3,JqT
3751,JqT4,JqT
3752,JqT6,JqT
3753,JqT7,JqT
3754,JqT8,JqT
3755,JqT14,JqT
3756,JVK10,JVK
3757,JVK13,JVK
3758,JVK16,JVK
3759,JVK18,JVK
3760,JVK21,JVK
3761,JVK25,JVK
3762,JVK27,JVK
3763,JVK30,JVK
3764,JVK35,JVK
3765,PGy10,PGy
3766,PGy12,PGy
3767,PGy16,PGy
3768,PGy20,PGy
3769,RRw15,RRw
3770,RRw20,RRw
3771,RRw25,RRw
3772,RRw32,RRw
3773,RRw33,RRw
3774,RRw35,RRw
3775,RRw37,RRw
3776,TMo6,TMo
3777,TMo10,TMo
3778,TMo11,TMo
3779,ThR10,ThR
3780,WMG10,WMG
3781,Z3910,Z
3782,ADT9,ADT
3783,ADT12,ADT
3784,ADT18,ADT
3785,ADT23,ADT
3786,ADT26,ADT
3787,ADT33,ADT
3788,BHl10,BHl
3789,CCb10,CCb
3790,CJo20,CJo
3791,CJo30,CJo
3792,CJo40,CJo
3793,CJo50,CJo
3794,ECn10,ECn
3795,ECn12,ECn
3796,ECn20,ECn
3797,FAl10,FAl
3798,GPa1,GPa
3799,GPa2.,GPa2.
3800,IgR2,IgR
3801,IgR5,IgR
3802,IgR10,IgR
3803,IgR12,IgR
3804,IgR14,IgR
3805,IgR15,IgR
3806,IgR19,IgR
3807,IHw10,IHw
3808,JHL6,JHL
3809,JHL7,JHL
3810,JHL8,JHL
