,ACTOR_ID,STAGE_NAME,YEARS_ACTIVE,LAST_GIVEN,FIRST_GIVEN,SEX,BIRTH,DEATH,ROLE_TYPES,NATIONALITY
3391,3392,Hardy Kruger,1943-1979,Kruger,Hardy,M,1928,199x,R:lead,Ge
3392,3393,Otto Kruger,1932-1964,Kruger,Otto,M,1885,1974,R:suave,Am
3393,3394,Gene Krupa,,,,M,,199x,R:musician,Am
3394,3395,Jack Kruschen,1949-1981,Kruschen,Jack,M,1922,199x,R:character comedian,Am
3395,3396,Vivian Kubrick,,,,F,,199x,RU:,Un
3396,3397,Youki Kudoh,1989-1992,Kudoh,Youki,F,1971,199x,R:lively,Ja
3397,3398,Paul Kukas,,,,M,,199x,RU:,Un
3398,3399,Nancy Kulp,1952-1981,Kulp,Nancy,F,1919,1991,R:comedy,Am
3399,3400,Cal Kuniholme,,,,M,,199x,RU:,Un
3400,3401,Alwyn Kurts,,,,,,199x,RU:,Un
3401,3402,Katy Kurtzman,,,,F,,199x,RU:,Un
3402,3403,James Kushner,,,,M,,199x,RU:,Un
3403,3404,Nancy Kwan,1960-1978,Kwan,Nancy,F,1938,199x,R:exotic,Ch-Br
3404,3405,Burt Kwouk,1964-1982,Kwouk,Burt,M,1930,199x,R:assistant,Ch-Br
3405,3406,Sam Kydd,1945-1966,Kydd,Sam,M,1917,1982,R:character comedian,Br
3406,3407,Machiko Kyo,1950-1958,Kyo,Machiko,F,1924,199x,R:lead,Ja
3407,3408,Kay Kyser,1939-1944,Kyser,Kay,M,1897,199x,R:mild-mannered,Am
3408,3409,David Labiosa,,,,M,,199x,RU:,Un
3409,3410,Catherine Lacey,1938-1967,Lacey,Catherine,F,1904,1979,R:sympathetic spinsters; eccentric types,Br
3410,3411,Ronald Lacey,1964-1984,,,M,,1991,RU:,Un
3411,3412,Taylor Lacher,,,,M,,199x,RU:,Un
3412,3413,Stephen Lack,,,,M,,199x,RU:,Un
3413,3414,Frank Lackteen,1916-1965,Lackteen,Frank,M,1894,1968,R:character,Am
3414,3415,Denis Lacroix,,,,M,,199x,RU:,Un
3415,3416,Jerry Lacy,,,,M,,199x,RU:,Un
3416,3417,Alan Ladd,1932-1964,Ladd,Alan,M,1913,1964,R:unsmiling; pint-sized tough-guy,Am
3417,3418,Cheryl Ladd,1973-1983,Stoppelmoor,Cheryl,F,1951,199x,R:lead,Am
3418,3419,David Ladd,,,,M,,199x,RU:,Un
3419,3420,Diane Ladd,1973-1983,Ladnier,Diane,F,1932,199x,R:lead,Am
3420,3421,Patricia Laffan,1945-1956,Laffan,Patricia,F,1919,199x,RU:,Br
3421,3422,Marcy Lafferty,,,,F,,199x,RU:,Un
3422,3423,Bert Lahr,1931-1968,Lahrheim,Irving,M,1895,1967,R:wry-faced vaudeville comedian,Am
3423,3424,Christine Lahti,,,,F,,199x,RU:,Un
3424,3425,Gary Lahti,,,,M,,199x,RU:,Un
3425,3426,Frankie Laine,1950-1956,LoVecchio,Frank Paul,M,1913,199x,R:pop singer,Am
3426,3427,Jenny Laird,1939-1960,Laird,Jenny,F,1917,199x,R:character,Br
3427,3428,Arthur Lake,1917-1954,Silverlake,Arthur,M,1905,199x,R:harassed; crumpled-faced,Am
3428,3429,Veronica Lake,1939-1970,Ockleman,Constance,F,1919,1973,R:petite lead,Am
3429,3430,Barbara LaMarr,1922-1926,LaMarr,Barbara,F,1896,1926,R:lead; silent films,Am
3430,3431,Hedy Lamarr,1933-1957,Kiesler,Hedwig,F,1913,199x,R:lead,Os
3431,3432,Fernando Lamas,1951-1978,Lamas,Fernando,M,1915,1982,R:sexy,Ar
3432,3433,Lorenzo Lamas,,,,M,,199x,RU:,Un
3433,3434,Gil Lamb,1942-1967,Lamb,Gil,M,1906,199x,R:rubber-boned comic,Am
3434,3435,Christopher Lambert,1984,Lambert,Christopher,M,,199x,R:ape man,Am
3435,3436,Constant Lambert,1947-1947,Lambert,Constant,M,1905,1951,R:conductor,Br
3436,3437,Jack Lambert,1936-1966,Lambert,Jack,M,1899,1976,R:character,Br; Scots
3437,3438,Jack Lambert,1943-1963,Lambert,Jack,M,1920,199x,R:evil-eyed heavy character,Am
3438,3439,Paul Lambert,,,,M,,199x,RU:,Un
3439,3440,Heath Lamberts,,,,,,199x,RU:,Un
3440,3441,Lloyd Lamble,1953-1960,Lamble,Lloyd,M,1914,199x,R:detective; official; other man,Au
3441,3442,Duncan Lamont,1953-1976,Lamont,Duncan,M,1918,199x,RU:,Br; Scots
3442,3443,Molly Lamont,,,,F,,199x,RU:,Un
3443,3444,Dorothy Lamour,1936-1976,Kaumeyer,Dorothy,F,1914,199x,R:good-humoured exotic,Am
3444,3445,Charles Lampkin,,,,M,,199x,RU:,Un
3445,3446,Burt Lancaster,1946-1983,Lancaster,Burt,M,1913,1994,R:athletic; lead,Am
3446,3447,Karl Lanchbury,,,,M,,,RU:,Un
3447,3448,Elsa Lanchester,1928-1976,Sullivan,Elizabeth,F,1902,1986,R:evil,Br
3448,3449,Geoffrey Land,,,,M,,199x,RU:,Un
3449,3450,David Landau,1931-1934,Landau,David,M,1878,1935,R:character,Am
3450,3451,Martin Landau,1959-1994,Landau,Martin,M,1933,1998x,R:gaunt,Am
3451,3452,Judy Landers,,,,F,,199x,RU:,Un
3452,3453,Elissa Landi,1929-1943,Kuhnelt,Elizabeth,F,1904,1948,R:lead,Os-It
3453,3454,Marla Landi,1957-1965,Landi,Maria,F,1937,199x,R:lead,It
3454,3455,Carole Landis,1937-1948,Ridste,Frances,F,1919,1948,R:lead,Am
3455,3456,Cullen Landis,1917-1924,Landis,Cullen,M,1896,1975,R:hero,Am
3456,3457,Jessie Royce Landis,1955-1959,Medbury,Jessie Royce,F,1904,1972,R:fluttery comedienne,Am
3457,3458,Laurene Landon,,,,,,199x,RU:,Un
3458,3459,Michael Landon,1957-1974,Orowitz,Michael,M,1937,1991,R:lead,Am
3459,3460,Valerie Landsburg,,,,F,,199x,RU:,Un
3460,3461,Abbe Lane,,,,,,199x,RU:,Un
3461,3462,Allan Rocky' Lane,1932-1964,Albershart,Harry,M,1901,1973,R:cowboy star,Am
3462,3463,Charles Lane,1936-1980,Lane,Charles,M,1899,199x,R:character,Am
3463,3464,Diane Lane,1979-1993,Lane,Diane,F,1965,199x,RU:,Un
3464,3465,Jocelyn Lane,1965,,,F,,199x,R:model,Un
3465,3466,Lola Lane,1929-1940,Mulligan,Lola,F,1909,1981,R:lead,Am
3466,3467,Lupino Lane,1922-1939,Lupino,Henry George,M,1892,1959,R:diminutive; dapper,Br
3467,3468,Kent Lane,1969,fn,gn,M,,199x,R:youth,
3468,3469,Mike Lane,,,,M,,199x,RU:,Un
3469,3470,Priscilla Lane,1938-1948,Mulligan,Priscilla,F,1917,199x,R:lead,Am
3470,3471,Rosemary Lane,1938-1945,Mulligan,Rosemary,F,1913,1974,R:lead,Am
3471,3472,Richard Lane,1937-1951,Lane,Richard,M,1900,199x,R:reporter; cop,Un
3472,3473,Rusty Lane,1956,Lane,fn,M,,199x,R:busybody,Am
3473,3474,Tom Lane,1997,Lenesky,Tom,M,,199x,R:young,Am
3474,3475,Matheson Lang,1921-1936,Lang,Matheson,M,1879,1948,RU:,Br; Scots
3475,3476,Perry Lang,,,,M,,199x,RU:,Un
3476,3477,Robert Lang,1973-1979,Lang,Robert,M,1934,199x,R:character,Br
3477,3478,Glenn Langan,1944-1957,Langan,Glenn,M,1917,199x,R:light lead,Am
3478,3479,Harry Langdon,1923-1944,Langdon,Harry,M,1884,1944,R:melancholic,Am
3479,3480,Michael Langdon,1991,Langdon,Michael,F,,1991,R:good guy,Am
3480,3481,Sue Ane Langdon,1961-1980,Langdon,Sue Ane,F,1940,199x,R:lead; comedienne,Am
3481,3482,Hope Lange,1956-1979,Lange,Hope,F,1931,199x,R:lead,Am
3482,3483,Jessica Lange,1976-1982,Lange,Jessica,F,1949,199x,R:lead,Am
3483,3484,Frank Langella,1970-1981,Langella,Frank,M,1940,199x,R:lead,Am
3484,3485,Frances Langford,1935-1954,Langford,Frances,F,1914,199x,R:band singer,Am
3485,3486,Lillie Langtry,1913-1913,LeBreton,Emilie Charlotte,F,1853,1929,R:light lead,Am
3486,3487,Angela Lansbury,1944-1983,Lansbury,Angela,F,1925,199x,R:detective,Br
3487,3488,Joi Lansing,1948-1971,Wassmansdoff,Joyce,F,1928,1972,R:sharp blonde,Am
3488,3489,Robert Lansing,1959-1977,Broom,Robert H.,M,1929,199x,R:cold-eyed; virile lead,Am
3489,3490,Mario Lanza,1949-1958,Cocozza,Alfredo,M,1921,1959,R:opera singer,Am
3490,3491,Laurie Lapinski,,,,F,,199x,RU:,Un
3491,3492,Laura LaPlante,1921-1957,LaPlante,Laura,F,1904,199x,R:lead,Am
3492,3493,Jane Lapotaire,1969-1975,Lapotaire,Jane,F,1941,199x,R:diminutive,Am-Fr
3493,3494,Rod LaRocque,1917-1941,LaRocque de la Rour,Roderick,M,1896,1969,R:lead in silent films,Am
3494,3495,Erik Larsen,,,,M,,199x,RU:,Un
3495,3496,Ham Larsen,,,,M,,199x,RU:,Un
3496,3497,Keith Larsen,1952-1960,Larsen,Keith,M,1925,199x,R:secondstring lead,Am
3497,3498,Wolf Larson,1991,,,M,1959,199x,R:jungle boy,Am
3498,3499,Jack LaRue,1934-1976,Biondolillo,Gaspare,M,1927,199x,R:grim-faced; gangster,Am
3499,3500,Louise Lasser,1971-1980,Lasser,Louise,F,1939,199x,RU:,Am
3500,3501,Sidney Lassick,,,,M,,199x,RU:,Un
3501,3502,Lassie,1943,NONE,Pal,A,19aa,199x,R:dog,Am
3502,3503,Louise Latham,1964-1978,Latham,Louise,F,,,RU:,Am
3503,3504,Frank Latimore,1944-1976,Kline,Frank,M,,199x,R:lead,Am
3504,3505,Matt Lattanzi,,,,M,,199x,RU:,Un
3505,3506,Lyle Lattel,,,,M,,199x,RU:,Un
3506,3507,Ellen Hamilton Latzen,1988,Latzen,gn,F,,199x,R:girl,
3507,3508,Chester Lauck,1940-1942,Lauck,Chester,M,1902,1980,R:hillbilly: Lum,Am
3508,3509,Tom Laughlin,1967-1975,Laughlin,Tom,M,1938,199x,RU:,Am
3509,3510,Charles Laughton,1939,,,M,1899,1962,R:wry,Br
3510,3511,Cyndi Lauper,,Lauper,Cynthia,F,1953,199x,R:sr,Am
3511,3512,Carol Laure,,,,F,,199x,RU:,Un
3512,3513,Stan Laurel,1915-1974,Jefferson,Arthur Stanley,M,1890,1965,R:thin comic,Br
3513,3514,Laurel and Hardy,1915-1952,Laurel and Hardy,Stan and Oliver,G,na,,R:comics,Br
3514,3515,John Laurie,1935,,,M,,1980,RU:,Un
3515,3516,Piper Laurie,1950-1978,Jacobs,Rosetta,F,1932,199x,R:pert,Am
3516,3517,Ed Lauter,1973-1983,Lauter,Ed,M,1940,199x,R:general purpose,Am
3517,3518,Harry Lauter,1948-1968,Lauter,Harry,M,1920,199x,R:supporting,Am
3518,3519,Daliah Lavi,1963-1972,Lavi,Daliah,F,1940,199x,R:lead,Is
3519,3520,John Phillip Law,1966-1981,Law,John Phillip,M,1937,199x,R:lead,Am
3520,3521,Peter Lawford,1931-1975,Lawford,Peter,M,1923,199x,R:light lead,Br
3521,3522,Jody Lawrence,1951-1962,Goddard,Josephine Lawrence,F,1930,199x,R:lead,Am
3522,3523,Adam Lawrence,,,,M,,199x,RU:,Un
3523,3524,Barbara Lawrence,1946-1957,Lawrence,Barbara,F,1928,199x,R:wise-cracking,Am
3524,3525,Bruno Lawrence,,,,M,,199x,RU:,Un
3525,3526,Delphi Lawrence,1954-1967,Lawrence,Delphi,F,1927,199x,RU:,Br-Hu
3526,3527,Florence Lawrence,1909-1920,Lawrence,Florence,F,1886,1938,R:lead; silent screen,Am
3527,3528,Gertrude Lawrence,1929-1950,Lawrence-Klasen,Alexandra Dagmar,F,1898,1952,R:vivacious,Br
3528,3529,Marc Lawrence,1933-1976,Goldsmith,Max,M,1910,199x,R:Italian ganster,Am
3529,3530,Steve Lawrence,,,,M,,199x,RU:,Un
3530,3531,Leigh Lawson,1974-1978,Lawson,Leigh,M,1944,199x,R:light lead,Br
3531,3532,Wilfrid Lawson,1936-1966,Worsnop,Wilfrid,M,1900,1966,R:character,Br
3532,3533,Frank Lawton,1928-1957,Lawton,Frank,M,1904,1969,R:charming but undynamic,Br
3533,3534,George Lazenby,1969-1978,Lazenby,George,M,1939,199x,R:good-looking lead,Au
3534,3535,Robin Leach,,,,M,,199x,RU:,Un
3535,3536,Rosemary Leach,,,,F,,199x,RU:,Un
3536,3537,Cloris Leachman,1954-1981,Leachman,Cloris,F,1926,1998x,R:character,Am
3537,3538,Zarah Leander,1927-1954,bn,gn,F,1907,1981,R:dark-voived singer,Sw
3538,3539,Michael Learned,1972-1981,Learned,Michael,M,1939,199x,R:motherly,Am
3539,3540,JeanPierre Leaud,1959-1979,Léaud,Jean-Pierre,M,1944,199x,R:lead,Fr
3540,3541,Stanley Leavitt,,,,M,,199x,RU:,Un
3541,3542,Kelly LeBrock,1984,LeBrock,Kelly,F,,199x,R:model,Am
3542,3543,Francis Lederer,1928-1959,Lederer,Francis,M,1906,199x,R:lead,Cz
3543,3544,Otto Lederer,,,,M,,199x,RU:,Un
3544,3545,Anna Lee,1932-1967,Winnifrith,Joanna,F,1914,199x,R:lead,Br
3545,3546,Berlinda Lee,1954-1961,Lee,Berlinda,F,1935,1961,R:blonde starlet,Br
3546,3547,Bill Lee,1987-1990,Lee,Bill,M,1928,,R:musician,Am
3547,3548,Bernard Lee,1935-1979,Lee,Bernard,M,1908,1981,R:agent; sergeant,Br
3548,3549,Brandon Lee,1991,Lee,Brandon,M,1964,1992,R:martial-arts fighter,Am
3549,3550,Bruce Lee,1969-1979,Lee,Bruce,M,1940,1973,R:diminutive martial-arts fighter,Am
3550,3551,Canada Lee,1943-1952,Canegata,Lionel,M,1907,1952,R:black,Am
3551,3552,Carl Lee,,,,M,,199x,RU:,Un
3552,3553,China Lee,,,,F,,199x,R:sexy,
3553,3554,Christopher Lee,1947-1983,Lee,Christopher,M,1922,199x,R:sinister,Br
3554,3555,Cinque Lee,1989,Lee,Cinqué,,,199x,RU:,Am
3555,3556,Cynthia Lee,,,,F,,199x,RU:,Un
3556,3557,Davey Lee,1928-1930,Lee,Davey,M,1925,199x,R:child actor,Am
3557,3558,Dixie Lee,1924-1935,Wyatt,Wilma,F,1911,1952,R:lead,Am
3558,3559,Dorothy Lee,1929-1939,Lee,Dorothy,F,1911,199x,R:lead,Am
3559,3560,Gypsy Rose Lee,1937-1966,Hovick,Louise,F,1913,1970,R:burlesque queen,Am
3560,3561,Joie Lee,1987-1990,Lee,Joie,F,,199x,RU:,Am
3561,3562,Mark Lee,,,,M,,199x,RU:,Un
3562,3563,Michele Lee,1967-1980,Dusiak,Michele,F,1942,199x,R:lead,Am
3563,3564,Robbie Lee,,,,,,199x,RU:,Un
3564,3565,Pinky Lee,,,,M,,199x,R:cowboy,
3565,3566,Spike,1987-1990,Lee,Spike,M,,199x,R:hep,Am
3566,3567,Richard Leech,1955-1966,McClelland,Richard,M,1922,199x,R:officer,Br
3567,3568,Andrea Leeds,1936-1939,Lees,Antoinette,F,1914,199x,R:lead,Am
3568,3569,Thelma Leeds,1936-193,Leeds,Thelma,F,1914,199x,R:singer,Am
3569,3570,Roger Leenhardt,,,,M,,199x,RU:,Un
3570,3571,Eva leGallienne,1959,Eva,le Gallienne,F,,1991,R:sr,Ct
3571,3572,Beatrix Lehman,,,,F,,199x,RU:,Un
3572,3573,Fritz Leiber,1935-1948,Leiber,Fritz,M,1883,1949,R:Shakespearean,Am
3573,3574,Ron Leibman,1972-1981,Leibman,Ron,M,1937,199x,R:character,Am
3574,3575,Don Leifert,,,,M,,199x,RU:,Un
3575,3576,Janet Leigh,1960,Morrison,Jeanette,F,1927,199x,R:heroine,Am
3576,3577,Jennifer Jason Leigh,1982-1990,Morrow,Jennifer,F,1961,199x,R:vice maiden victim,Am
3577,3578,Vivien Leigh,1934-1965,Hartley,Vivien,F,1913,1967,R:beauty,Br
3578,3579,Barbara LeighHunt,1953-1972,Leigh-Hunt,Barbara,F,1935,199x,R:character,Br
3579,3580,Margaret Leighton,1948-1975,Leighton,Margaret,F,1922,1976,R:lead,Br
3580,3581,Tom Leindecker,,,,M,,199x,RU:,Un
3581,3582,Frederick Leister,1930-1963,Leister,Frederick,M,1885,1970,R:character,Br
3582,3583,Donovan Leitch,1993,Leitch,Donovan,M,19aa,199x,R:sr,Ct
3583,3584,Virginia Leith,1954-1977,Leith,Virginia,F,1932,199x,R:lead,Am
3584,3585,Paul LeMat,1974-1983,Le Mat,Paul,M,1952,199x,R:lead,Am
3585,3586,Harvey Lembeck,1951-1977,Lembeck,Harvey,M,1925,1982,R:character,Am
3586,3587,Michael Lembeck,,,,M,,199x,RU:,Un
3587,3588,Jack Lemmon,1953-1982,Lemmon,Jack,M,1925,199x,R:comedian lead,Am
3588,3589,Mealark Lemon,,,,,,199x,RU:,Un
3589,3590,John Lennon,,,,M,,199x,RU:,Un
3590,3591,Jean Lenoir,,,,F,,199x,RU:,Un
3591,3592,Rula Lenska,1973-1976,Lenska,Rula,F,,199x,R:lead,Br
3592,3593,Leib Lensky,,,,M,,199x,RU:,Un
3593,3594,Lotte Lenya,1931-1977,Blamauer,Caroline,F,1899,1981,R:character,Os
3594,3595,Kay Lenz,1973-1979,Lenz,Kay,F,1953,199x,R:lead,Am
3595,3596,Rick Lenz,1970-1976,Lenz,Rick,M,1939,199x,RU:,Am
3596,3597,Valerie Leon,1967-1978,Leon,Valerie,F,,,R:lead,Br
3597,3598,Murray Leonard,1944-1955,Leonard,Murray,M,1898,1970,R:burlesque comedian,Am
3598,3599,Sheldon Leonard,1939-1978,Bershad,Sheldon,M,1907,199x,R:Runyonesque gansters,Am
3599,3600,Tea Leoni,1998,Leoni,Téa,F,,199x,RU:,Un
3600,3601,Michael Lerner,1970-1983,Lerner,Michael,M,,,R:character,Am
3601,3602,Madeleine Leroux,1919,Leroux,Madeleine,,,,RU:,Fr
3602,3603,Joan Leslie,1936-1976,Brodell,Joan,F,1925,199x,R:pert; pretty lead dancer,Am
3603,3604,Bob Lesser,,,,M,,199x,RU:,Un
3604,3605,Bruce Lester,1934-1954,Lister,Bruce,M,1912,199x,R:lead,SA
3605,3606,Buddy Lester,,,,M,,199x,RU:,Un
3606,3607,Mark Lester,1964-1977,Lester,Mark,M,1958,199x,R:innocent-looking child,Br
3607,3608,Al Lettieri,1968-1975,Lettieri,Al,M,1927,1975,RU:,Am
3608,3609,Oscar Levant,1929-1955,Levant,Oscar,M,1906,1972,R:grouchy; neurotic,Am
3609,3610,Sam Levene,1936-1979,Levene,Sam,M,1905,1980,R:Runyonesque roles,Am
3610,3611,David Lewis,,,,M,,199x,RU:,Un
3611,3612,Diana Lewis,1934-1943,Lewis,Diana,F,1915,199x,R:lead,Am
3612,3613,Fiona Lewis,1967-1975,Lewis,Fiona,F,1946,199x,R:lead,Br
3613,3614,Geoffrey Lewis,,,,M,,199x,RU:,Un
3614,3615,Jenny Lewis,,,,F,1975,199x,RU:,Un
3615,3616,Jerry Lewis,1949-1983,Lewis,Joseph,M,1926,199x,R:goon,Am
3616,3617,Jerry Lee Lewis,,,,M,,199x,RU:,Un
3617,3618,Joe Lewis,1981,,,M,,199x,RU:,Un
3618,3619,Ronald Lewis,1955-1974,Lewis,Ronald,M,1928,1982,R:lead,Br
3619,3620,Sheldon Lewis,1915-1936,Lewis,Sheldon,M,1868,1958,R:character,Am
3620,3621,Edward Lexy,1937-1958,Little,Edward Gerald,M,1897,199x,R:character,Br
3621,3622,Viola Leyel,,,,F,,199x,RU:,Un
3622,3623,John Leyton,1963-1966,Leyton,John,M,1939,199x,R:dramatic roles,Br
3623,3624,Brian Libby,,,,M,,199x,RU:,Un
3624,3625,Liberace,1965,bn,gn,M,,1987,R:singer,Am
3625,3626,Anne Libert,,,,F,,199x,RU:,Un
3626,3627,Jeremy Licht,,,,M,,199x,RU:,Un
3627,3628,Mitchell Lichtenstein,,,,M,,199x,RU:,Un
3628,3629,Anki Liden,,,,F,,199x,RU:,Un
3629,3630,Ron Liebman,,,,M,,199x,RU:,Un
3630,3631,Lo Lieh,,,,,,199x,RU:,Un
3631,3632,Albert Lieven,1937-1965,Lieven,Albert,M,1906,1971,RU:,Ge
3632,3633,Gordon Lightfoot,,,,M,,199x,RU:,Un
3633,3634,Beatrice Lillie,1926-1967,Munston,Constance Sylvia,F,1898,1989,R:sharp-faced; mischievous,Br
3634,3635,Elmo Lincoln,1914-1919,Linkenhelter,Otto Elmo,M,1889,1952,R:silent hero,Am
3635,3636,Gunnel Lindblom,1956-1971,Lindblom,Gunnel,F,1931,199x,R:lead,Sw
3636,3637,Eric Linden,1932-1939,Linden,Eric,M,1909,199x,R:juvenile lead,Sw-Am
3637,3638,Hal Linden,,Lipshitz,Harold,M,1932,199x,RU:,Am
3638,3639,Jennie Linden,1963-1977,Linden,Jennie,F,1939,199x,R:lead,Br
3639,3640,Cec Linder,1959-1974,Linder,Cec,M,1921,199x,R:character,Ca
3640,3641,Max Linder,1907-1925,Leuvielle,Gabriel,M,1883,1925,R:dapper silent comedian,Fr
3641,3642,Viveca Lindfors,1947-1982,Lindfors,Viveca,F,1920,199x,RU:,Sw
3642,3643,Audra Lindley,1972-1982,Lindley,Audra,F,,199x,R:character,Am
3643,3644,Olga Lindo,1932-1959,Lindo,Olga,F,1898,1968,R:character,Br-No
3644,3645,Margaret Lindsay,1932-1963,Kies,Margaret,F,1910,1981,R:lead,Am
3645,3646,Mark LinnBaker,,,,M,,199x,RU:,Un
3646,3647,Léon M. Lion,1932,,,M,,199x,RU:,Un
3647,3648,Eugene Lipinski,,,,M,,199x,RU:,Un
3648,3649,Dennis Lipscomb,,,,M,,199x,RU:,Un
3649,3650,Virna Lisi,1963-1978,Pieralisi,Virna,F,1937,199x,R:voluptuous,It
3650,3651,Francis Lister,1924-1951,Lister,Francis,F,1899,1951,R:character,Br
3651,3652,Moira Lister,1944-1967,Lister,Moira,F,1923,199x,R:lead and character,SA
3652,3653,John Litel,1929-1965,Litel,John,M,1895,1972,R:character,Am
3653,3654,John Lithgow,,,,M,,199x,RU:,Un
3654,3655,Ann Little,1918,,,DM,,199x,R:innocent,Am
3655,3656,Cleavon Little,1968-1972,Little,Cleavon,M,1939,1992,R:lithe comedy actor,Am
3656,3657,Lucien Littlefield,1922-1956,Littlefield,Lucien,M,1895,1960,R:character,Am
3657,3658,Jack Livesey,1933-1951,Livesey,Jack,M,1901,1961,RU:,Br
3658,3659,Roger Livesey,1920-1970,Livesey,Roger,M,1906,1976,R:husky-voiced; roguish,Br
3659,3660,Sam Livesey,1930-1937,Livesey,Sam,M,1873,1936,RU:,Br
3660,3661,Margaret Livingston,1918-1934,Livingston,Margaret,F,1900,199x,R:silent lead,Am
3661,3662,Stanley Livingston,,,,M,,199x,RU:,Un
3662,3663,Desmond Llewellyn,,,,M,,199x,RU:,Un
3663,3664,Christopher Lloyd,,,,M,,199x,RU:,Un
3664,3665,Doris Lloyd,1930-1967,Lloyd,Doris,F,1899,1968,R:lady,Br
3665,3666,Emily Lloyd,1987,Lloyd,Emily,F,,199x,R:sexy,Br
3666,3667,Harold Lloyd,1921-1947,Lloyd,Harold,M,1893,1971,R:timid bespectacled `nice' boy,Am
3667,3668,Kathleen Lloyd,,,,F,,199x,RU:,Un
3668,3669,Norman Lloyd,1932-1982,Lloyd,Norman,M,1914,1995,R:mean,Br
3669,3670,Charles Lloyd-Pack,1951-1972,Pack,Charles,M,1905,199x,R:self-effacing roles,Br
3670,3671,Tony LoBianco,1970,LoBianco,Tony,M,,199x,R:character,Am
3671,3672,Philip Locke,,,,M,,199x,RU:,Un
3672,3673,Sondra Locke,1976-1990,Locke,Sondra,F,1947,199x,R:lead,Am
3673,3674,Calvin Lockhart,1968-1974,Lockhart,Calvin,M,1934,199x,R:lead,W. In
3674,3675,Gene Lockhart,1922-1957,Lockhart,Gene,M,1891,1957,R:musician; genial; shifty parts,Ca
3675,3676,June Lockhart,1940-1968,Lockhart,June,F,1925,199x,R:supporting,Am
3676,3677,Kathleen Lockhart,1936-1954,Lockhart,Kathleen,F,1893,1978,R:character,Am
3677,3678,Heather Locklear,,,,F,,199x,RU:,Un
3678,3679,Gary Lockwood,1961-1977,Yusolfsky,John Gary,M,1937,199x,R:lead,Am
3679,3680,Margaret Lockwood,1935-1976,Day,Margaret,F,1916,1990,R:durable; indomitable,Br
3680,3681,Barbara Loden,1981,Loden,Barbara,F,,1980,R:sr,Ct
3681,3682,John Loder,1929-1958,Lowe,John,M,1898,1988,R:lead,Br
3682,3683,David Lodge,1956-1974,Lodge,David,M,1922,199x,R:character,Br
3683,3684,John Lodge,1932-1939,Lodge,John,M,1903,199x,R:lead,Am
3684,3685,Jaqueline Logan,,,,F,,199x,RU:,Un
3685,3686,Robert F. Logan,1969-1978,Logan,Robert,M,,199x,R:brawny hero,Am
3686,3687,Robert Loggia,1956-1983,Loggia,Robert,M,1930,199x,R:lead,Am
3687,3688,Marie Lohr,1932-1956,Lohr,Marie,F,1890,1975,R:distinguished,Au
3688,3689,Gina Lollobrigida,1947-1976,Lollobrigida,Gina,F,1927,199x,R:wholesome sexpot,It
3689,3690,Herbert Lom,1940-1983,BN{Kuchacevich ze Schluderpacheru,FN{Herbert Charles Angelo,M,1917,199x,R:villain or kind,Cz
3690,3691,Herbert Lomas,1932-1953,Lomas,Herbert,M,1887,1961,R:gaunt; hollow-voiced,Br
3691,3692,Karina Lombard,1993,Lombard,Karina,F,1969,199x,R:sexy,Am
3692,3693,Carole Lombard,1921-1942,Peters,Jane,F,1908,1942,R:charming screwball,Am
3693,3694,Sol Lomita,,,,M,,199x,RU:,Un
3694,3695,Julie London,1926,Peck,Julie,F,1926,199x,R:singer,Am
3695,3696,John Lone,,,,M,,199x,RU:,Un
3696,3697,Audrey Long,1944-1952,Long,Audrey,F,1924,199x,R:lead,Am
3697,3698,Avon Long,,,,M,,199x,RU:,Un
3698,3699,Richard Long,1944-1973,Long,Richard,M,1927,1974,R:lead,Am
3699,3700,Shelley Long,,,,,,199x,RU:,Un
3700,3701,Walter Long,1916-1937,Long,Walter,M,1879,1952,R:burly; evil-faced,Am
3701,3702,John Longden,1929-1960,Longden,John,M,1900,199x,R:lead; character,Br
3702,3703,Terence Longden,1952-1965,Longden,Terence,M,1922,199x,R:secondary roles,Br
3703,3704,Claudine Longet,,,,F,,199x,RU:,Un
3704,3705,Ray Lonnen,,,,M,,199x,RU:,Un
3705,3706,Michel Lonsdale,1960-1982,Lonsdale,Michael,M,1931,199x,R:chubby character,Fr
3706,3707,Richard Loo,1931-1971,Loo,Richard,M,1903,1983,R:oriental roles,Am(Ha-Ch)
3707,3708,Herbert Loom,,,,M,,199x,RU:,Un
3708,3709,Nancy Loomis,,,,F,,199x,RU:,Un
3709,3710,Rod Loomis,,,,F,,199x,RU:,Un
3710,3711,Gerry Lopez,,,,,,199x,RU:,Un
3711,3712,Perry Lopez,,,,M,,199x,RU:,Un
3712,3713,Trini Lopez,1966-1973,Lopez,Trini,M,1933,199x,R:character,Am
3713,3714,Gail Lorber,,,,F,,199x,RU:,Un
3714,3715,Jack Lord,1951-1979,Ryan,John Joseph,M,1922,199x,R:craggy-faced,Am
3715,3716,Marjorie Lord,1938-1966,Lord,Marjorie,F,1922,199x,R:lead,Am
3716,3717,Pauline Lord,1935-1936,Lord,Pauline,F,1890,1950,RU:,Am
3717,3718,Traci Lords,1980-1990,,,F,,199x,R:porn,
3718,3719,Tony Lorea,,,,M,,199x,RU:,Un
3719,3720,Sophia Loren,1953-1980,Scicoloni,Sophia,F,1934,199x,R:sexy,It
