,ID,TITLE,RELEASE_YEAR,PRODUCER_NAME,STUDIO,GENRE
6152,SL20,Serpico,1973,P:Bregman,St:DeLaurentiis; Paramount,BioP;Actn
6153,SL21,Murder on the Orient Express,1974,PN:John Brabourne; Richard Goodwin,St:EMI Elstree;Paramount,Susp
6154,SL22,Dog Day Afternoon,1975,P:Bregman,SU:,Dram
6155,SL23,Network,1976,PN:Howard Gottfried,St:MGM-U.A.,
6156,SL26,Tm:Just Tell Me What You Want,1980,PN:,SU:,Ctxx
6157,SL29,Tm:The Wiz,1978,PN:,SU:,CTxx
6158,SL33,Prince of the City,1981,PN:Jay Presson Allen,St:Warners; Orion,Docu
6159,SL35,The Verdict,1982,P:R.Zanuck; D.Brown,St:Fox,Docu
6160,SL37,Death Trap,1982,PN:Burt Harris,St:Warners,
6161,SL39,Daniel,1983,PN:John VanRyssen,St:World Film Services,Horr;Docu
6162,SL44,The Morning After,1986,PN:,SU:,Dram
6163,SL49,Family Business,1989,PN:,SU:,Dram
6164,SL50,Running on Empty,1989,PN:,St:Warners,Dram
6165,SL52,Q and A,1990,PN:,St:Warners,
6166,SL53,The Maid,1991,PN:,St:Jaguar,Romt
6167,SL54,A Stranger Among Us,1992,PN:,SU:,
6168,SL56,Guilty as Sin,1993,P:Ransohoff,St:Hollywood Pictures,
6169,SL59,Night Falls on Manhattan,1996,PU:,S:Paramount,Dram
6170,SL60,Critical Care,1997,PU:,SU:,Comd
6171,SL62,Gloria,1999,PU:,SU:,Dram
6172,SS00,The Last Train Wreck,1957,PU:,SU:,
6173,SS01,Fighter Squad,1960,PU:,SU:,Advt
6174,SS02,Time Again,1963,PU:,SU:,Dram
6175,SS03,Escape to Nowhere,1962,PU:,SU:,DraM
6176,SS04,Firelight,1964,PU:,SU:,ScFi
6177,SS1,Amblin',1969,PN:,SU:,
6178,SS2,Tm:Duel,1971,PN:,SU:,Susp
6179,SS3,Something Evil,1972,PN:,St:Universal,
6180,SS4,Savage,1972,PN:,St:Universal,
6181,SS5,The Sugarland Express,1973,P:R.Zanuck; D.Brown,St:Universal,Advt
6182,SS6,Jaws,1975,PN:William S. Gilmore jr.,St:MCA;Universal,Susp
6183,SS7,Close Encounters of the Third Kind,1975,PN:Julia Philips; Michael Philips,St:Columbia,ScFi
6184,SS8,1941,1979,PN:,SU:,Comd
6185,SS9,Raiders of the Lost Ark,1981,PN:F.Marshall,St:G.Lucasfilm; SD:Paramount,Advt
6186,SS10,E.T.,1983,P:Spielberg; Kathleen Kennedy,St:Laird International Studios; Culver City; MCA; SD:Universal,Fant
6187,SS11,Twilight Zone,1983,P:Spielberg,SU:,Fant
6188,SS12,Indiana Jones and the Temple of Doom,1984,P:G.Lucas,SU:,
6189,SS13,The Color Purple,1985,PN:Spielberg; Jon Peters; Peter Guber,St:Warners,Dram
6190,SS15,Empire of the Sun,1987,PN:,SU:,
6191,SS18,Indiana Jones and the Last Crusade,1989,PN:Robert Watts,St:Lucasfilm; SD:Paramount,Advt
6192,SS19,Indiana Jones and the Holy Grail,1990,PN:,St:Lucasfilm; SD:Paramount,Advt
6193,SS20,Always,1990,PN:,St:; SD:Universal,Fant
6194,SS21,Hook,1991,PN:Kathleen Kennedy; F.Marshall; Geral A. Molen,St:Tristar,Fant
6195,SS24,Jurassic Park,1993,PN:Kathleen Kennedy; Gerald R. Molen,St:Universal,ScFi
6196,SS26,Schindler's List,1993,PN:Brandon?,St:Universal,Dram;Docu
6197,SS29,To Wong Foo; Thanks for Everything; Julie Newmar,1995,PN:,SU:,CTxx
6198,SS32,The Lost World: Jurrasic Park,1997,PU:,S:Universal,SciF
6199,SS33,Amistad,1997,PU:,S:DreamWorks,Docu
6200,SS34,Saving Private Ryan,1998,PN:Spielberg; Ian Bryce,S:DreamWorks; SD:Paramount,Dram
6201,SSi115,The Woman Who Turned to Salt,1958,P:Hitchcock,St:Shamley; NBC,Susp
6202,WPr10,Rock; Rock; Rock,1957,PN:,SU:,Musc
6203,xMb10,Mother India,1957,PU:,S:Mehboob productions,Dram
6204,YMa1,Kuchizuki,1957,PU:,SU:,Ctxx
6205,YMa15,Seisaku no Tsuma,1965,PU:,SU:,Ctxx
6206,Z5710,Adelaide,1957,PU:,SU:,Ctxx
6207,Z5720,Nathan Detroit,1957,PU:,SU:,Ctxx
6208,Z5730,Far Behind Enemy Lines,1957,PU:,SU:,Ctxx
6209,Z5735,Stage Struck,1957,PU:,SU:,Ctxx
6210,ACt8,Horror of the Black Museum,1958,PN:,SU:,Horr
6211,ACt10,Fiend Without a Face,1958,PN:John Croydon,St:Amalagamated;MGM,ScFi
6212,AlR1,Saint Louis Blues,1958,PN:Robin Smith,S>| Paramount,Musc; BioP
6213,AN10,Too Much Too Soon,1958,P:Blanke,St:Warners,BioP
6214,AnQ10,The Buccaneer,1958,PN:deMille,SU:,Epic
6215,ArP1,The Left Handed Gun,1958,PN:,SU:,West
6216,ArP2,The Miracle Worker,1962,PN:,SU:,Ctxx
6217,ArP4,The Chase,1966,PU:,SU:,Ctxx
6218,ArP5,Bonnie and Clyde,1967,P:Beatty,St:Warner; Seven Arts,CnR
6219,ArP6,Alice's Restaurant,1969,PN:,SU:,Ctxx
6220,ArP10,Little Big Man,1970,P:Hiller,St:Stockbridge,West
6221,ArP15,Night Moves,1975,PN:Robert M. Sherman,St:Warners,Myst
6222,ArP16,The Missouri Breaks,1976,PN:Elliott Kastner,St:U.A.,West
6223,ArP18,Tm:The Miracle Worker,1979,PN:Fred Coe,St:U.A.,BioP
6224,ArP20,Tm:Four Friends,1981,PN:,SU:,CTxx
6225,AtR10,Thunder Road,1958,P:Mitchum,St:U.A.,Actn
6226,BoS50,Maria,1961,P:Hitchcock,St:Shamley; NBC,Susp
6227,BoS61,The Test,1962,P:Hitchcock,St:Shamley; NBC,Susp
6228,BoS62,The Big Score,1962,P:Hitchcock,St:Shamley; NBC,Susp
6229,BoS70,The Helicopter Spies,1968,PN:,St:MGM,Actn
6230,BoS75,The Omega Man,1971,PN:Walter Seltzer,St:Warners,ScFi
6231,BoS80,Rich Man; Poor Man,1976,PN:,St:ABC,Dram
6232,ClC1,Le Beau Serge,1958,PN:,SU:,Ctxx
6233,ClC2,The Cousins,1959,PN:,SU:,Ctxx
6234,ClC10,Ophelia,1967,PN:,SU:,Ctxx
6235,ClC11,Landru,1967,PN:,SU:,Ctxx
6236,ClC19,The Road to Corinth,1968,PN:,SU:,Ctxx
6237,ClC20,Les Biches,1968,PN:Andre Genoves,St:La Boetie,Dram
6238,ClC21,La Femme Infidele,1969,PN:,SU:,Susp
6239,ClC22,The Beast Must Die,1969,PN:,SU:,Ctxx
6240,ClC24,Le Boucher,1970,PN:,SU:,Susp;Dram
6241,ClC31,Ophelia,1973,PN:,SU:,Ctxx
6242,ClC35,Une Partie de Plaisir,1975,P:Andre Genoves,St:La Boetie,Dram
6243,ClC38,Alice,1977,PN:,SU:,Ctxx
6244,ClC45,The Cry of the Owl,1987,PN:,SU:,Susp
6245,ClC49,Stille Tage in Clichy,1990,PN:,SU:,Dram
6246,ClC50,Story of Women,1990,PN:,SU:,BioP
6247,ClC57,La Ceremonie,1997,PU:,SU:,Dram
6248,ClC58,The Swindle,1988,PU:,SU:,Ctxx
6249,DLR3,To Catch a Butterfly,1963,P:Hitchcock,St:Shamley; CBS,Susp
6250,DLR4,A Matter of Murder,1964,P:Hitchcock,St:Shamley; CBS,Susp
6251,DLR5,Madame X,1965,P:R.Hunter,St:Universal,Dram
6252,DLR8,Eye of The Cat,1969,PN:,SU:,Ctxx
6253,DLR10,The Concorde --- Airport 79,1979,P:J.Lang,St:Universal,
6254,DLR15,Tm:A Family Upside Down,1980,PN:,SU:,CTxx
6255,DVs1,Murder Me Twice,1958,P:Hitchcock,St:Shamley; CBS,Susp
6256,DvS3,The Parent Trap,1961,PN:George Golitzen,St:Disney,Comd
6257,DvS10,How To Succed in Business Without Really Trying,1967,P:Kohlmar,St:U.A.,Musc
6258,FT1,Miston,1958,,SU:,Dram
6259,FT2,Les Quatre-Cents Coups,1959,,St:Carosse,Dram
6260,FT3,Tirez sur le pianiste,1960,PN:,St:laPleiade,Susp
6261,FT4,Jules et Jim,1961,PN:Marcel Bebert,St:Carosse,Dram
6262,FT6,La peau douce,1964,PN:,St:Carosse,Romt
6263,FT7,Fahrenheit 415,1966,PN:,St:Pinewood; SD:Universal,Dram
6264,FT8,La Marie Etait En Noir,1967,PN:Marcel Bébert,St:Carosse; SD:MGM,Susp
6265,FT9,Baisers Volés,1968,PN:,St:Carosse,Romt
6266,FT10,La Siréne du Missisippi (MIssissippi Mermaid),1969,PN:,St:Carosse,Dram; Noir
6267,,,,,,
6268,FT11,L'Enfant Sauvage,1969,PN:,SU:,Docu
6269,FT12,Domicile Conjugal,1970,PN:,St:Carosse,Romt
6270,FT13,Les deux anglaises et le continent,1972,PN:,St:Carosse,Romt
6271,FT14,Une belle fille comme moi,1972,PN:,St:Carosse,Comd
6272,FT15,La Nuit Americaine,1973,PN:Marcel Bebert,St:Carosse,Comd
6273,FT16,L'histoire d'Adèle H.,1975,PN:Marcel Bebert; Claude Miller,St:Carosse; SD:MGM,BioP
6274,FT18,L'argent de poche,1976,PN:,St:Carosse; SD:MGM,Romt
6275,FT20,l'homme qui aimait les femmes,1977,PN:Marcel Bebert,St:Carosse,Dram
6276,FT21,La chambre verte,1978,PN:,St:Carosse; SD:MGM,Dram
6277,FT22,L'amour en fuite,1979,PN:,St:Carosse,Romt
6278,FT24,Le Dernier Metro,1980,PN:,St:Carosse,Dram
6279,FT28,La femme d'à côté,1981,PN:,St:Carosse,Romt
6280,FT30,Vivement Dimanche,1983,PN:,St:Carosse,Noir
6281,GDu10,Tm:Cosmic Monster,1958,PN:,SU:,Ctxx
6282,IGi10,The Man Inside,1958,PN:Harold Huh,St:Columbia,Susp
6283,IGi20,Fury at Smuggler's Bay,1958,PN:Michael Green; Joe Vegoda,St:Regal,Dram
6284,IGi25,The Mummy's Shroud,1966,PN:Anthony Nelson-Kay,S:Hammer,Horr
6285,IGi30,Blood  from the Mummy's Tomb,1971,PU:,S:Hammer,Horr
6286,IrE1,On the Nose,1958,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6287,IrK2,The Hoodlum Priest,1961,PN:Don Murray; Walter Wood,St:U.A.,BioP
6288,IrK7,The Flim Flam Man,1967,PN:,SU:,Ctxx
6289,IrK10,The Eyes of Laura Mars,1978,PN:,SU:,Ctxx
6290,IrK14,The Empire Strikes Back,1980,PN:Gary Kurtz,St:Fox,
6291,IrK15,Never Say Never Again,1983,PN:Jack Schwarzman,St:Warners,Advt
6292,IrK25,Robocop II,1990,PN:Jon Davidson,St:Orion,Actn
6293,IrK27,Robocop III,1991,PN:,SU:,Actn
6294,IrL10,Murder by Contract,1958,PN:,SU:,Susp
6295,IvY10,The Blob,1958,PN:Jack H. Harrris,St:Paramount,ScFi; Horr
6296,IvY20,Beware! The Blob,1972,PU:,SU:,Ctxx
6297,JCa4,Sons and Lovers,1960,PN:Jerry Wald,St:Fox,BioP
6298,JCa7,My Geisha,1962,PN:Steve Parker,St:Paramount,Comd
6299,JCa9,The Liquidator,1965,PN:Leslie Elliott,St:MGM British,Comd
6300,JCv2,Five Gates to Hell,1958,P:Clavell,SU:,Ctxx
6301,JCv4,Walk like A Dragon,1960,P:Clavell,SU:,Ctxx
6302,JCv6,The Sweet and the Bitter,1962,P:Clavell,SU:,Ctxx
6303,JCv10,To Sir With Love,1965,P:Clavell,St:Columbia,Dram
6304,JCv12,Where's Jack,1969,P:Clavell,SU:,Ctxx
6305,JCv16,Tm:The Last Valley,1971,PN:Clavell,St:ABC,Actn
6306,JFe10,I Accuse!,1958,P:Zimbalist,St:MGM,Dram
6307,JFe20,State Fair,1962,PN:Charles Brackett,St:Fox,Comd
6308,KRz4,Saturday Night and Sunday Morning,1960,P:T.Richardson,St:; SD:Continental Distributing,
6309,KRz14,Morgan: A Suitable Case for Treatment,1966,PN:Leon Clore,St:British Lion,Comd;Romt
6310,KRz16,Isadora,1968,PN:,SU:,Ctxx
6311,KRz25,The Gambler,1974,P:I.Winkler; Chartoff,St:Paramount,Dram
6312,KRz32,Who'll Stop the Rain,1978,PN:Gabriel Katzka; Herb Jaffe,St:U.A.,Dram;Actn
6313,KRz36,The French Luitenant's Woman,1981,PN:Leon Clore,St:Twickenham; U.A.,Ctxx
6314,KRz40,Sweet Dreams,1985,PN:Bernard Schwartz,St:TriStar; HBO,
6315,KRz50,Everybody Wins,1989,PN:,SU:,
6316,LFo10,tom thumb,1958,P:Pal,St:MGM,Fant
6317,MBc10,Araya,1958,PN:,SU:,Docu
6318,MCm1,Black Orpheus,1958,PN:Sacha Gordine,St:Dispatfilm,
6319,MdC10,Auntie Mame,1958,P:daCosta,St:Warners,Musc
6320,MdC16,The Music Man,1962,P:daCosta,St:Warners,Musc
6321,MPi1,L'Amour Existe,1958,PN:,SU:,CTxx
6322,MPi10,L'Enfance Nue,1968,PN:,SU:,CTxx
6323,MPi11,We Will Not Grow Old Together,1972,PN:,SU:,Ctxx
6324,MPi13,La Guele Ouverte,1973,PN:,SU:,Ctxx
6325,MPi23,Lou-lou,1980,PN:,SU:,Romt
6326,MPi40,A Nos Amours,1983,PN:,St:Gaumont,Romt
6327,MPi20,Police,1985,PN:,St:Gaumont,CnR
6328,MPi45,Under the Sun of Satan,1987,PN:,SU:,Dram
6329,MPi50,van Gogh,1992,PN:,SU:,BioP
6330,NLl93,The 2;000;000 Dollar Defense,1958,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6331,NLl94,Safety for the Witness,1958,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6332,NLl95,Six People; No Music,1959,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6333,NLl96,Your Witness,1959,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6334,NLl97,The Human Interest Story,1959,P:Hitchcock; J.Harrison,St:Shamley;CBS,ScFi;Susp
6335,NLl98,No Pain,1959,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6336,NLl99,Anniversary Gift,1959,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6337,NLl100,Special Delivery,1959,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6338,NLl101,Man From The South,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6339,NLl102,The Day of the Bullet,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6340,NLl103,Hooked,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6341,NLl104,A Very Moral Theft,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6342,NLl105,The Contest of Aaron Gold,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6343,NLl106,Oh Youth; oh Beauty,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6344,NLl107,Incident in a Small Jail,1961,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6345,NLl108,You Can't Be a Little Girl All Your Life,1961,P:Hitchcock,St:Shamley;CBS,Susp
6346,NLl109,I; Spy,1961,P:Hitchcock,St:Shamley;CBS,Susp
6347,NLl110,The Faith of Aaron Menefee,1962,P:Hitchcock,St:Shamley;CBS,Susp
6348,NLl111,Strange Miracle,1962,P:Hitchcock,St:Shamley;CBS,Susp
6349,NLl112,Act of Faith,1962,P:Hitchcock; J.Harrison,St:Shamley; NBC,Susp
6350,NLl113,Final Vow,1962,P:Hitchcock,St:Shamley;CBS,Susp
6351,NLl114,The Jar,1964,P:Hitchcock,St:Shamley;CBS,Susp
6352,NLl115,The Life Work of Juan Diaz,1964,P:Hitchcock,St:Shamley;CBS,Susp
6353,RCu10,Frankenstein's Daughter,1958,PN:Marc Frederic,St:Astor,Fant
6354,RCu12,Missile to the Moon,1959,PN:Marc Frederic,St:Astor,Fant
6355,SHa6,Payroll,1961,PN:,SU:,Ctxx
6356,SHa7,Night of the Eagle,1962,PN:Albert Fennel,St:Independent Artists,Horr
6357,SHa10,The Trap,1966,PN:George E. Brown,St:Rank; Hollyburn,Advt;Romt
6358,SHo2,Taste of Fear,1961,PN:Jimmy Sangster,St:Columbia; Hammer,Susp
6359,SHo3,Station Six Sahara,1963,PN:,SU:,CTxx
6360,SHo4,The Nanny,1965,PN:Jimmy Sangster,St:ABP;Hammer,Susp
6361,SHo6,Monsieur Lecoq,1968,PN:,SU:,Ctxx
6362,WWh50,Final Escape,1964,P:Hitchcock,St:Shamley;CBS,Susp
6363,WWh80,Tarzan's Jungle Rebellion,1970,PN:,SL:USA,Advt
6364,YCh10,Cairo Station,1958,PU:,SU:,Ctxx
6365,YCh15,Saladin,1963,PU:,SU:,Ctxx
6366,Ych20,The Land,1969,PU:,SU:,Ctxx
6367,Ych21,Once Upon a Time the Nile,1970,PU:,SU:,Ctxx
6368,Ych22,The Choice,1970,PU:,SU:,Ctxx
6369,Ych25,The Sparrow,1973,PU:,SU:,Ctxx
6370,AnT4,Andrei Rublev,1966,PN:,St:Mosfilm,Dram
6371,AnT5,Solaris,1972,PN:,St:Mosfilm,
6372,AnT6,Mirror,1978,PN:,St:Mosfilm,Ctxx
6373,AnT16,The Sacrifice,1986,PN:,SU:,
6374,ChH3,Girls Town,1959,P:Zugsmith,St:MGM,Advt
6375,ChH10,Forecast: Low Clouds and Coastal Fog,1963,P:Hitchcock,St:Shamley; CBS,Susp
6376,DiD10,Astero,1959,PN:,SU:,Dram
6377,DoS5,Witchcraft,1964,PN:,SU:,Ctxx
6378,DoS8,The Face of Fu Manchu,1965,PN:Harry Alan Towers,St:Anglo Amalgamted; Seven Arts,Horr
6379,DoS9,The Brides of Fu Manchu,1966,PN:Harry Alan Towers,St:Anglo Amalgamted; Seven Arts,Horr
6380,DoS11,Rocket to the Moon,1967,PN:,SU:,Ctxx
6381,DoS12,Tm:Psychomania,1971,PN:Andrew Donally,St:Benmar,Horr
6382,DoS16,The Thirty-nine Steps,1978,PN:James Kenelm Clarke,St:Pinewood Rank,
6383,DPt1,The Bramble Bush,1959,PN:,SU:,Ctxx
6384,DPt2,Raisin in the Sun,1961,PN:David Susskind; Philip Rose,St:Columbia,Dram
6385,DPt3,The Main Attraction,1963,PN:,SU:,Ctxx
6386,DPt6,The Spy with a Cold Nose,1967,PN:Robert Porter,St:Paramoount,Comd
6387,DPt16,Eleanor and Franklin,1976,PN:,SU:,Hist
6388,DPt17,Eleanor and Franklin; The White House Years,1977,PN:,SU:,Hist
6389,DPt19,The Betsy,1978,PN:Robert R. Weston,St:Allied,Dram
6390,DPt21,Fort Apache; The Bronx,1981,PN:David Susskind,St:TimeLife,Actn
6391,DPt23,Six Pack,1982,PN:Michael Trikilis,St:Fox,Romt; Musc
6392,DPt30,Mystic Pizza,1988,P:Mark Levinson,SU:,CTxx
6393,DPt33,Toy Soldiers,1990,PN:Jack E. Freedman,SU:,Actn
6394,DPt35,Grumpy Old Men,1994,PN:,SU:,Romt
6395,DPt36,The Favor,1994,P:,SU:,Romt
6396,DPt37,Grumpier Old Men,1995,PN:,SU:,Comd
6397,DPt39,Out to Sea,1997,PU:,SU:,Comd
6398,ERr5,Le Signe du Lion,1959,PN:,SU:,Ctxx
6399,ERr10,La Boulangerie de Monceau,1963,PN:,SU:,Ctxx
6400,ERr12,La Carriere de Suzanne,1964,PN:,SU:,Ctxx
6401,ERr17,La Collectioneuse,1967,PN:,SU:,Ctxx
6402,ERr20,Ma Nuit Chez Maude,1969,PN:,St:Films du Losange,Romt
6403,ERr22,La Genou de Claire,1970,PN:,SU:,Romt
6404,ERr25,Love in the Afternoon,1972,PN:,SU:,Ctxx
6405,ERr30,La Marquise d'O,1976,PN:,St:Gaumont,Dram
6406,ERr33,Perceval Le Gallois,1978,PN:,SU:,Fant
6407,ERr37,Le Beau Marriage,1981,P:,St:Carosse,Romt
6408,ERr40,Pauline at the Beach,1983,PN:,SU:,Romt
6409,ERr43,Summer,1986,PN:,SU:,Romt
6410,ERr45,Le Rayon Vert,1987,PN:,SU:,Romt
6411,ERr47,Four Adventures of Reinette and Mirabelle,1989,PN:,SU:,Romt
6412,ERr50,A Tale of Springtime,1992,PN:,SU:,Romt
6413,ERr52,A Tale of Winter,1994,PN:,SU:,Romt
6414,ERr55,Rendezvouz in Paris,1996,PU:,SU:,Romt
6415,INw30,The Silk Petticoat,1962,P:Hitchcock,St:Shamley;NBC,Susp
6416,INw31,Bad Actor,1962,P:Hitchcock,St:Shamley;NBC,Susp
6417,INw32,Burglar Proof,1962,P:Hitchcock,St:Shamley;NBC,Susp
6418,INw33,The Twelve Hour Caper,1962,P:Hitchcock,St:Shamley;NBC,Susp
6419,INw50,The Spy with my Face,1967,PN:,St:MGM,CnR
6420,INw60,My Love; My Son,1970,PN:,St:MGM,Dram
6421,JLG1,A Bout de Souffle,1959,PN:Chabrol; Georges deBeauregard,St:SNC,Advt
6422,JLG4,Le Petit Soldat,1960,PN:,SU:,Romt;Dram
6423,JLG8,Les Caribiniers,1963,PN:,SU:,Dram
6424,JLG9,Contempt,1963,PN:Carlo Ponti,SU:,
6425,JLG10,Une Femme Mariée,1964,PN:,SU:,Ctxx
6426,JLG11,Band of Outsiders,1964,PN:,SU:,Romt
6427,JLG14,Masculine Feminine,1965,PN:,SU:,Romt
6428,JLG15,Alphaville,1965,PN:,SU:,ScFi
6429,JLG16,Pierrot le Fou,1965,PN:,SU:,Romt
6430,JLG21,La Chinoise,1967,PN:,SU:,Comd
6431,JLG22,Two Or Three Things I Know About Her,1967,PN:,SU:,Romt
6432,JLG24,Weekend,1968,PN:,SU:,Ctxx
6433,JLG25,Le Gai Savoir,1968,PN:,SU:,Dram
6434,JLG30,Tout Va Bien,1972,PN:,SU:,Ctxx
6435,JLG33,Numero Deux,1975,PU:,SU:,Ctxx
6436,JLG40,Sauve Qui Peut,1980,PN:,SU:,Dram
6437,JLG50,Prénom Carmen,1984,PN:,SU:,Dram
6438,JLG52,Je Vous Salue Marie,1985,PN:,St:Gaumont,Comd
6439,JLG55,Aria,1987,PN:Boyd's Co.,St:Lightyear Entertainment,Musc
6440,JLG57,Germany Year 90 Nine Zero,1991,PN:,SU:,Ctxx
6441,JLG61,JLG by JLG,1994,PN:,SU:,BioP
6442,JLG63,For Ever Mozart,1995,PU:,SU:,PU:
6443,JLG65,Histoire(s) du Cinema,1997,PU:,SU:,Hist
6444,LeH10,Curtains for Me,1959,P:Hitchcock,St:Shamley; CBS,Susp
6445,Leh20,The Last Remains,1962,P:Hitchcock,St:Shamley; NBC,Susp
6446,Leh21,The Tender Poisoner,1962,P:Hitchcock,St:Shamley; CBS,Susp
6447,MeF10,Green Mansions,1959,P:Grainger,St:MGM; Avon,Dram
6448,PlA100,Relative Value,1959,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6449,PlA101,The Ikon of Elijah,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6450,PlA120,Isabel,1968,PN:,SU:,Dram;Susp
6451,PWe2,Gidget,1959,PN:Lewis KJ. Rachmill,St:Columbia,Romt
6452,PWe4,Gidget goes Hawaiian,1961,PN:,SU:,Romt
6453,PWe6,Gidget Goes to Rome,1959,PN:,SU:,Romt
6454,PWe10,Special Delivery,1976,PN:Richard Berg,St:Fox,Susp
6455,PWe15,A Woman Called Moses,1978,P:,St:Xenon Entertainment,BioP;Dram
6456,RAs10,Tm:Make Mine Mink,1960,PN:,SU:,CTxx
6457,RAs20,The Intelligence Man,1965,PN:,SU:,CTxx
6458,RuM30,Faster Pussycat! Kill! Kill!,1965,PN:,SU:,Porn
6459,RuM37,Beyond the Valley of the Dolls,1970,P:Russ Meyer,St:Fox,Comd;Porn
6460,RuM40,The Seven Minutes,1971,P:Russ Meyer,St:Fox,Porn
6461,SB1,Destiny of Man,1959,PN:,SL:USSR,
6462,SB2,War and Peace,1964,PN:,St:Mosfilm,
6463,SRo1,Dead Weight,1959,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6464,SRo2,Road Hog,1959,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6465,SRo3,Backward; Turn Backward,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6466,SRo4,Escape to Sonoita,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6467,SRo5,The Man With Two Faces,1960,P:Hitchcock; J.Harrison,St:Shamley; CBS,Susp
6468,SRo20,Cool Hand Luke,1967,PN:Gordon Carrol,St:Warners,Dram
6469,SRo32,The Laughing Policeman,1973,P:Rosenberg,St:Fox,CnR
6470,SRo35,Drowning Pool,1975,P:Turman; David Foster,St:Warners,Actn; Susp
6471,SRo37,Voyage of the Damned,1976,PN:Robert Fryer,St:ITC,BioP;Epic
6472,SRo39,Tm:Amityville Horror,1979,PN:,SU:,CTxx
6473,SRo40,Tm:Brubaker,1980,PN:Ron Silverman,St:Fox,Dram
6474,TRs1,Look Back in Anger,1959,PN:Saltzman; Gordon L.T. Scott,St:ABP,Dram
6475,TRs3,The Entertainer,1960,P:John Croydon,St:BL,Dram
6476,TRs4,A Taste of Honey,1961,P:T.Richardson,St:British Lion,Dram
6477,TRs8,The Loneliness of the Long-distance Runner,1962,P:T.Richardson,St:British Lion,Dram
6478,TRs12,Tom Jones,1963,P:T.Richardson,St:U.A.,Dram
6479,TRs15,The Loved One,1965,PN:,SU:,Comd
6480,TRs16,The Charge of the Light Brigade,1968,PN:,SU:,Actn
6481,TRs17,Laughter in the Dark,1969,PN:Neil Hartley,St:U.A.,Dram
6482,TRs18,Hamlet,1969,PN:,SU:,Dram
6483,TRs19,Ned Kelly,1970,PN:,SU:,Actn
6484,TRs20,A Delicate Balance,1973,PN:,SU:,Ctxx
6485,TRs21,Dead Cert,1974,PN:,SU:,Ctxx
6486,TRs22,Tm:Joseph Andrews,1977,PN:Neil Hartley,St:A.A.; Woodfall,Advt
6487,TRs23,Tm:The Border,1981,PN:Neil Hartley,St:Universal;RKO,Dram
6488,TRs25,The Hotel New Hampshire,1984,P:Neil Hartley,St:Orion,Fant
6489,TRs28,Prick Up Your Ears,1987,PU:,SU:,BioP
6490,TRs32,The Phantom of the Opera,1990,P:Scherek,St:NBC,Horr
6491,VJD1,Lonelyhearts,1959,PN:,SU:,Ctxx
6492,VJD2,Sunrise at Campobello,1960,P:Schary,St:Warners,
6493,xDe10,Carmen; de la Ronda,1959,PN:,SU:,Dram
6494,ACj110,I Can Take Care of Myself,1960,P:Hitchcock; J.Harrison,St:Shamley;CBS,Susp
6495,ACj111,The Money,1960,P:Hitchcock; J.Harrison,St:Shamley;NBC,Susp
6496,ACj112,The Man Who Found The Money,1960,P:Hitchcock,St:Shamley;NBC,Susp
6497,ACj113,The Kiss Off,1961,P:Hitchcock; J.Harrison,St:Shamley;NBC,Susp
6498,ACj114,Deathmate,1961,P:Hitchcock; J.Harrison,St:Shamley;NBC,Susp
6499,ACj115,Gratitude,1961,P:Hitchcock; J.Harrison,St:Shamley;NBC,Susp
6500,ACj116,The Gloating Place,1961,P:Hitchcock; J.Harrison,St:Shamley;NBC,Susp
6501,ACj117,Servant Problem,1961,P:Hitchcock; J.Harrison,St:Shamley;NBC,Susp
6502,ACj118,The Hat Box,1961,P:Hitchcock,St:Shamley;NBC,Susp
6503,ACj119,Keep Me Company,1961,P:Hitchcock,St:Shamley;NBC,Susp
6504,ACj120,Beta Delta Gamma,1961,P:Hitchcock,St:Shamley;NBC,Susp
6505,ACj121,The Right Kind of Medicine,1961,P:Hitchcock,St:Shamley;NBC,Susp
6506,ACj122,The Case of M.J.H.,1962,P:Hitchcock,St:Shamley;NBC,Susp
6507,ACj123,The Woman Who Wanted to Live,1962,P:Hitchcock,St:Shamley;NBC,Susp
